seed,lambda,step,epoch,val_acc,val_ce,train_ce,train_embed_loss,embed_frac,test_acc,test_ce
3000,0.0,200,0.23,0.640317367029092,1.5228920675290882,1.8984468027949333,0.0,0.0,,
3000,0.0,400,0.47,0.6555980017631502,1.4617416493215878,1.6165111044049263,0.0,0.0,,
3000,0.0,600,0.7,0.6600058771672054,1.4083886018858705,1.5517088493704796,0.0,0.0,,
3000,0.0,800,0.94,0.6591243020863944,1.3950240328456949,1.5299871376156806,0.0,0.0,,
3000,0.0,1000,1.17,0.6620628856890979,1.422966328244016,1.1017653708366562,0.0,0.0,,
3000,0.0,1200,1.41,0.67234792829856,1.4085844117308448,0.9941381409019232,0.0,0.0,,
3000,0.0,1400,1.64,0.677343520423156,1.4072980721523016,0.9753555639088154,0.0,0.0,,
3000,0.0,1800,2.11,0.6676461945342345,1.4843442040377073,0.8844359739869833,0.0,0.0,,
3000,0.0,2000,2.35,0.6794005289450484,1.4535018049975266,0.6311874549090862,0.0,0.0,,
3000,0.0,2200,2.58,0.6738172200999119,1.4519675021841707,0.6268654253333807,0.0,0.0,,
3000,0.0,2400,2.82,0.6714663532177491,1.5069745994344586,0.6497186255455017,0.0,0.0,,
3000,0.0,2600,3.05,0.6741110784601821,1.5089859646311796,0.580046022508759,0.0,0.0,,
3000,0.0,2800,3.29,0.6691154863355863,1.5261536889783152,0.3727018521726131,0.0,0.0,,
3000,0.0,3000,3.52,0.6741110784601821,1.5433307738381907,0.3815448621660471,0.0,0.0,,
3000,0.0,3200,3.76,0.6776373787834263,1.567275127675685,0.3965549576468766,0.0,0.0,,
3000,0.0,3400,3.99,0.6691154863355863,1.5571227496314182,0.4108755971118807,0.0,0.0,,
3000,0.0,3600,4.23,0.6688216279753159,1.6279473563274705,0.238353681107983,0.0,0.0,,
3000,0.0,3800,4.46,0.67234792829856,1.627497529082795,0.2257627691887319,0.0,0.0,,
3000,0.0,4000,4.69,0.6691154863355863,1.643788591670948,0.2294604332186281,0.0,0.0,,
3000,0.0,4200,4.93,0.6720540699382898,1.6539770523515862,0.2481193450093269,0.0,0.0,,
3000,0.0,4400,5.16,0.6679400528945049,1.6845845384454854,0.1733385398425161,0.0,0.0,,
3000,0.0,4600,5.4,0.6808698207464002,1.6866584139192695,0.1402026913501322,0.0,0.0,,
3000,0.0,4800,5.63,0.6738172200999119,1.7115214084601564,0.1409688586555421,0.0,0.0,,
3000,0.0,5000,5.87,0.6744049368204525,1.6842353281346345,0.1562477716151624,0.0,0.0,,
3000,0.0,5200,6.1,0.6776373787834263,1.73601001873284,0.1259475821442902,0.0,0.0,,
3000,0.0,5400,6.34,0.6749926535409932,1.7426358336101655,0.0839423763332888,0.0,0.0,,
3000,0.0,5600,6.57,0.6673523361739642,1.7462532436198743,0.0910478374594822,0.0,0.0,,
3000,0.0,5800,6.81,0.6688216279753159,1.7655744198627623,0.0949157320288941,0.0,0.0,,
3000,0.0,6000,7.04,0.675580370261534,1.797808675018262,0.0944637075671926,0.0,0.0,,
3000,0.0,1600,final,0.6841022627093741,,,,,0.6838084043491037,1.429776408358458
3000,0.1,200,0.23,0.6406112253893623,1.5252964211550664,1.8328643810749057,0.0005183661272167,0.0,,
3000,0.1,400,0.47,0.6567734352042316,1.4522713995789067,1.6121563905477525,0.0004592120975576,0.0,,
3000,0.1,600,0.7,0.6650014692918014,1.4222411355953373,1.5456833389401436,0.0004503809155721,0.0,,
3000,0.1,800,0.94,0.6688216279753159,1.3818198963364818,1.5849173313379288,0.0004628047825826,0.0,,
3000,0.1,1000,1.17,0.6735233617396414,1.4313219117480729,1.0980978331237563,0.0003320937740758,0.0,,
3000,0.1,1200,1.41,0.6714663532177491,1.4244512243066645,0.9781994093209504,0.0003087730035622,0.0,,
3000,0.1,1400,1.64,0.6761680869820746,1.407201714421804,0.993073717802763,0.0003032222425099,0.0,,
3000,0.1,1600,1.88,0.6829268292682927,1.3837525323055226,1.079283461868763,0.0003294723910948,0.0,,
3000,0.1,1800,2.11,0.6741110784601821,1.4439380934859878,0.8017816009465605,0.0002543405803868,0.0,,
3000,0.1,2000,2.35,0.6811636791066706,1.4264710541861638,0.6107627896219492,0.0001957110224793,0.0,,
3000,0.1,2200,2.58,0.6799882456655891,1.455916479882373,0.6304643328487873,0.0002023643344182,0.0,,
3000,0.1,2400,2.82,0.6820452541874816,1.46307367653907,0.6477561558783055,0.0002091433010355,0.0,,
3000,0.1,2600,3.05,0.6764619453423449,1.5127685532705104,0.5886981310695409,0.0001911154326899,0.0,,
3000,0.1,2800,3.29,0.6785189538642374,1.5069170815346349,0.3881803477928042,0.0001235064630327,0.0,,
3000,0.1,3000,3.52,0.6776373787834263,1.5511451581279003,0.3706512825191021,0.000123271471366,0.0,,
3000,0.1,3400,3.99,0.6817513958272113,1.545041858370501,0.4107208908908069,0.0001354351797954,0.0,,
3000,0.1,3600,4.23,0.6779312371436967,1.5952549022224207,0.2500118244439363,8.505932453999775e-05,0.0,,
3000,0.1,3800,4.46,0.6785189538642374,1.6053814440177463,0.2325680550187826,7.961308442190784e-05,0.0,,
3000,0.1,4000,4.69,0.6785189538642374,1.6261345089848098,0.2458215190283954,8.062896399223973e-05,0.0,,
3000,0.1,4200,4.93,0.6805759623861299,1.6211757026558022,0.2400134562142193,7.967739809373597e-05,0.0,,
3000,0.1,4400,5.16,0.682339112547752,1.6522917410677893,0.1630910628428682,5.3926275322133674e-05,0.0,,
3000,0.1,4600,5.4,0.6791066705847781,1.6709073335195057,0.134716050256975,4.357818084827159e-05,0.0,,
3000,0.1,4800,5.63,0.6796943873053188,1.6819165494646564,0.146593271959573,4.927145854026094e-05,0.0,,
3000,0.1,5000,5.87,0.6796943873053188,1.688750970794494,0.1511799449566751,5.039287043871355e-05,0.0,,
3000,0.1,5200,6.1,0.6808698207464002,1.692427004194596,0.1287540469132364,4.251687020200734e-05,0.0,,
3000,0.1,5400,6.34,0.677343520423156,1.702353505200405,0.0844070692500099,2.5148119888314114e-05,0.0,,
3000,0.1,5600,6.57,0.6708786364972084,1.742150662486041,0.0963061280734837,3.190107286457078e-05,0.0,,
3000,0.1,5800,6.81,0.6817513958272113,1.739613382703516,0.0923499456886202,2.948848674122928e-05,0.0,,
3000,0.1,6000,7.04,0.678225095503967,1.754224843175629,0.0810180353932082,2.5859468371720596e-05,0.0,,
3000,0.1,3200,final,0.6852776961504555,,,,,0.6767558037026153,1.5776452931531415
3000,0.5,200,0.23,0.6423743755509844,1.5317172230761296,1.8622341400384903,0.000518993983278,0.0001,,
3000,0.5,400,0.47,0.6541287099617984,1.4462253525699895,1.6291552966833114,0.0004679332047817,0.0001,,
3000,0.5,600,0.7,0.6641198942109903,1.4040954749513437,1.5503808560967445,0.0004484340146154,0.0001,,
3000,0.5,800,0.94,0.6685277696150456,1.3886826889605302,1.502440230846405,0.000443759164118,0.0001,,
3000,0.5,1000,1.17,0.675580370261534,1.4220901281473537,1.1176478153094649,0.0003405299377004,0.0002,,
3000,0.5,1200,1.41,0.6749926535409932,1.4065893668130744,1.0037174169719218,0.0003123085276456,0.0002,,
3000,0.5,1400,1.64,0.6714663532177491,1.4202467436444364,1.0126633644104004,0.0003087078835233,0.0002,,
3000,0.5,1600,1.88,0.6714663532177491,1.4155373065008543,1.0332479493319988,0.0003196583387034,0.0002,,
3000,0.5,1800,2.11,0.6770496620628856,1.4476561460894697,0.8393583656218834,0.0002620216378169,0.0002,,
3000,0.5,2000,2.35,0.6717602115780194,1.458586426296901,0.6028843864426017,0.0001942061914087,0.0002,,
3000,0.5,2400,2.82,0.6752865119012635,1.4492413742451888,0.6610576939210295,0.0002090925541961,0.0002,,
3000,0.5,2600,3.05,0.6694093446958566,1.508803657878682,0.6241433613002301,0.0002023397966513,0.0002,,
3000,0.5,2800,3.29,0.670584778136938,1.5412484203108685,0.3881227101385593,0.0001263425334036,0.0002,,
3000,0.5,3000,3.52,0.6767558037026153,1.5321481250294369,0.3995080307871103,0.0001336355584317,0.0002,,
3000,0.5,3200,3.76,0.6744049368204525,1.5494431321397797,0.3932224956899881,0.0001299676773896,0.0002,,
3000,0.5,3400,3.99,0.6794005289450484,1.531328650036525,0.3994162314385175,0.0001329357558915,0.0002,,
3000,0.5,3600,4.23,0.675580370261534,1.590965616183704,0.2264875913783907,7.248800741933792e-05,0.0002,,
3000,0.5,3800,4.46,0.6767558037026153,1.5985710711872232,0.2284677304141223,7.773988914777874e-05,0.0002,,
3000,0.5,4000,4.69,0.6799882456655891,1.611103984684654,0.2497845096420496,8.327836571197622e-05,0.0002,,
3000,0.5,4200,4.93,0.6805759623861299,1.6302060589102343,0.239113378599286,7.805139034189779e-05,0.0002,,
3000,0.5,4400,5.16,0.6749926535409932,1.6536223440793132,0.195010631121695,6.594446367216733e-05,0.0002,,
3000,0.5,4600,5.4,0.6752865119012635,1.655846253444684,0.1496104859374463,4.858036650034592e-05,0.0002,,
3000,0.5,4800,5.63,0.6720540699382898,1.6945483779648,0.1446440325025469,4.873986725215218e-05,0.0002,,
3000,0.5,5000,5.87,0.6758742286218042,1.6931094506182391,0.1540444753691554,5.128793166932155e-05,0.0002,,
3000,0.5,5200,6.1,0.6714663532177491,1.6961610647875738,0.1116164651655708,3.547034456681763e-05,0.0002,,
3000,0.5,5400,6.34,0.6741110784601821,1.7132568960457104,0.083581311777234,2.6028786809035865e-05,0.0002,,
3000,0.5,5600,6.57,0.6688216279753159,1.7254445905934843,0.0910983607918024,2.8405238547293267e-05,0.0002,,
3000,0.5,5800,6.81,0.6720540699382898,1.7415766999598394,0.0888799753086641,2.8792147776357525e-05,0.0002,,
3000,0.5,6000,7.04,0.6741110784601821,1.7296356294734352,0.0970146012134137,3.0657843795071414e-05,0.0002,,
3000,0.5,2200,final,0.6808698207464002,,,,,0.670584778136938,1.5238043830004504
3000,1.0,200,0.23,0.6453129591536879,1.5315904386632764,1.8414862614870071,0.0005122882672003,0.0003,,
3000,1.0,400,0.47,0.6553041434028798,1.4633189137459082,1.5916073015332222,0.0004568920433666,0.0003,,
3000,1.0,600,0.7,0.6597120188069351,1.4073858212853685,1.592765780389309,0.0004607018177921,0.0003,,
3000,1.0,800,0.94,0.6717602115780194,1.3745553472568943,1.5583409002423287,0.0004560961222159,0.0003,,
3000,1.0,1000,1.17,0.6738172200999119,1.4243707156885452,1.120464924275875,0.000341959762245,0.0003,,
3000,1.0,1200,1.41,0.6761680869820746,1.3803043981054548,1.0284762695431708,0.0003146403116988,0.0003,,
3000,1.0,1400,1.64,0.6744049368204525,1.39234880282008,1.0019360964000226,0.0003101541205251,0.0003,,
3000,1.0,1600,1.88,0.6785189538642374,1.3973276361520943,0.9704142266511916,0.000303896906189,0.0003,,
3000,1.0,1800,2.11,0.6699970614163973,1.444572512932886,0.8293766560405493,0.0002654373455061,0.0003,,
3000,1.0,2000,2.35,0.6735233617396414,1.4812743612161428,0.6332481916993856,0.0002014244455131,0.0003,,
3000,1.0,2200,2.58,0.6796943873053188,1.4765598839726335,0.6254130451381207,0.0001988180760963,0.0003,,
3000,1.0,2400,2.82,0.6788128122245077,1.4771097010412604,0.6426033754646778,0.0002087217760708,0.0003,,
