seed,lambda_emb,gamma_unif,step,epoch,val_acc,val_ce,train_ce,train_embed_loss,train_unif_loss,test_acc,test_ce
123,1.0,8.0,4800,5.63,0.6485454011166618,1.6511363697654529,0.7343954464420677,0.056436106339097,-3.4374496030807493,,
123,1.0,8.0,5000,5.87,0.6538348516015281,1.6732001270997043,0.7794288624078035,0.0584327649790793,-3.474412738084793,,
123,1.0,8.0,5200,6.1,0.658830443726124,1.683274643231307,0.7667668929696083,0.0577895541116595,-3.5117123985290526,,
123,1.0,8.0,5400,6.34,0.652071701439906,1.717821783995649,0.7054769324138761,0.0529066804330796,-3.5479895782470705,,
123,1.0,8.0,5600,6.57,0.6553041434028798,1.7046256311634096,0.6579322072118521,0.0486594973225146,-3.581632876396179,,
123,1.0,8.0,5800,6.81,0.6514839847193653,1.723370672305682,0.6573981594666839,0.0492647991143167,-3.612379763126373,,
123,1.0,8.0,6000,7.04,0.6494269761974728,1.7018622018434075,0.6736691672739107,0.0507642108388245,-3.6413540375232696,,
123,1.0,8.0,3400,final,0.6629444607699089,,,,,0.652071701439906,1.6564098358714787
456,1.0,8.0,200,0.23,0.6191595650896268,1.7320701559606524,2.0222558245062827,0.1506696949154138,-2.165523532629013,,
456,1.0,8.0,400,0.47,0.6297384660593593,1.638046961057687,1.8078520226478576,0.1402010667137801,-2.2282889783382416,,
456,1.0,8.0,600,0.7,0.6467822509550397,1.58650428846658,1.7212649223208427,0.1351947236061096,-2.287625205516816,,
456,1.0,8.0,800,0.94,0.6550102850426095,1.553389887546323,1.6810698920488358,0.1326141010597348,-2.34829778790474,,
456,1.0,8.0,1000,1.17,0.652953276520717,1.5816431004896676,1.4060401410609484,0.1090157637000083,-2.4116955637931823,,
456,1.0,8.0,1200,1.41,0.6514839847193653,1.551604480488385,1.3651158826053142,0.1038797081820666,-2.4767817568779,,
456,1.0,8.0,1400,1.64,0.6623567440493682,1.5281983039114988,1.3926473742723464,0.1065033976361155,-2.5378111851215364,,
456,1.0,8.0,1600,1.88,0.6617690273288275,1.5156346111482568,1.3884379044175148,0.1061470096185803,-2.596788312196732,,
456,1.0,8.0,1800,2.11,0.6582427270055833,1.532877978807753,1.3188076320290565,0.0991873010806739,-2.6594104087352752,,
456,1.0,8.0,2000,2.35,0.6626506024096386,1.5681395774513982,1.1023020777851342,0.0828232392854988,-2.725197591781616,,
456,1.0,8.0,2200,2.58,0.6567734352042316,1.5680404370790224,1.1771258500218391,0.08762156217359,-2.7864484012126924,,
456,1.0,8.0,2400,2.82,0.657948868645313,1.6032949366220617,1.1361548960208894,0.0877370125520974,-2.842256952524185,,
456,1.0,8.0,2600,3.05,0.6582427270055833,1.550829548223419,1.1387509824335575,0.0860553653445094,-2.8982086825370788,,
456,1.0,8.0,2800,3.29,0.6626506024096386,1.5608686095575988,0.9698769049346448,0.0718412239663302,-2.958308799266815,,
456,1.0,8.0,3000,3.52,0.66382603585072,1.5694712737781529,1.0174285914003849,0.0749257441330701,-3.0133458971977234,,
456,1.0,8.0,3200,3.76,0.6535409932412577,1.584285953344053,0.9849105824530124,0.0747961701080203,-3.067517001628876,,
456,1.0,8.0,3400,3.99,0.6611813106082868,1.5759042038694746,0.9959411061555148,0.0751939652394503,-3.116995785236359,,
456,1.0,8.0,3600,4.23,0.6608874522480165,1.612345400257318,0.84835368828848,0.062736238380894,-3.166842235326767,,
456,1.0,8.0,3800,4.46,0.6570672935645019,1.6105329857270507,0.8378233212977648,0.0611253368388861,-3.218284832239151,,
456,1.0,8.0,4000,4.69,0.6614751689685572,1.6477916594501667,0.8661777931451797,0.0639306829869747,-3.2651205503940584,,
456,1.0,8.0,4200,4.93,0.6670584778136938,1.6107643679104025,0.890329581424594,0.066931121405214,-3.310456303358078,,
456,1.0,8.0,4400,5.16,0.6594181604466647,1.6573681719261797,0.802584840208292,0.0591283656563609,-3.352865445613861,,
456,1.0,8.0,4600,5.4,0.6547164266823391,1.6631238461241384,0.7420902825519442,0.0548996102344244,-3.396786504983902,,
456,1.0,8.0,4800,5.63,0.6623567440493682,1.6422364642400795,0.741114574149251,0.0550226874370127,-3.4376953506469725,,
456,1.0,8.0,5000,5.87,0.6620628856890979,1.653854093515204,0.7927002762258053,0.0589610069617629,-3.476866614818573,,
456,1.0,8.0,5200,6.1,0.6564795768439612,1.6815695789257568,0.7381547131156548,0.0546008703764528,-3.5127905762195586,,
456,1.0,8.0,5400,6.34,0.6608874522480165,1.6740452888745474,0.6658134155347943,0.0500674631167203,-3.54850576877594,,
456,1.0,8.0,5600,6.57,0.6506024096385542,1.6887113678080523,0.6847521358169615,0.0510627250187099,-3.581761580705643,,
456,1.0,8.0,5800,6.81,0.6555980017631502,1.676112814577334,0.7188267264142633,0.053856854410842,-3.612962185144424,,
456,1.0,8.0,6000,7.04,0.6585365853658537,1.6599472027262134,0.6209321205783636,0.0483707259502261,-3.641308588981628,,
456,1.0,8.0,4200,final,0.6670584778136938,,,,,0.6573611519247723,1.6148086969830728
789,1.0,8.0,200,0.23,0.6182779900088158,1.7350811579982008,2.053760577440262,0.1544607534632086,-2.166638880968094,,
789,1.0,8.0,400,0.47,0.6338524831031442,1.6225257141254523,1.780675159394741,0.1385265149921178,-2.2275497174263,,
789,1.0,8.0,600,0.7,0.6456068175139583,1.559975505961133,1.726211049258709,0.1364181053265929,-2.286984915733337,,
789,1.0,8.0,800,0.94,0.6558918601234205,1.539000908066657,1.646817798614502,0.1321889996156096,-2.348695994615555,,
789,1.0,8.0,1000,1.17,0.6611813106082868,1.525313299542275,1.4626211024820803,0.1124324944242835,-2.410609533786774,,
789,1.0,8.0,1200,1.41,0.6558918601234205,1.5348648528929427,1.4226643574237825,0.1068756726756691,-2.4784085536003118,,
789,1.0,8.0,1400,1.64,0.664707610931531,1.5149450686059909,1.353355527073145,0.1044435078650713,-2.540606690645218,,
789,1.0,8.0,1600,1.88,0.6611813106082868,1.5091534647351674,1.3415991324186325,0.1045722340140491,-2.600823836326599,,
789,1.0,8.0,1800,2.11,0.6605935938877461,1.529800450945475,1.2683490833826363,0.0973501942772418,-2.6590090596675875,,
789,1.0,8.0,2000,2.35,0.6632383191301793,1.5188106961226484,1.1754097393155098,0.0874602324608713,-2.721225298643112,,
789,1.0,8.0,2200,2.58,0.6611813106082868,1.53183351966377,1.1221328862011433,0.0839949020557105,-2.7815089440345764,,
789,1.0,8.0,2400,2.82,0.6717602115780194,1.5251680289231222,1.1395522056519984,0.0862017340958118,-2.8420557308197023,,
789,1.0,8.0,2600,3.05,0.6585365853658537,1.5856797711274009,1.0850695304293183,0.0835446751397103,-2.899617298841477,,
789,1.0,8.0,2800,3.29,0.6661769027328828,1.5393487731043536,0.9604199275374412,0.0708968828525394,-2.9569423139095306,,
789,1.0,8.0,3000,3.52,0.664707610931531,1.564953837645534,0.9862941961735489,0.0714616681355983,-3.013602707386017,,
789,1.0,8.0,3200,3.76,0.6682339112547752,1.5989450291609224,1.0015028969198465,0.0748586160689592,-3.0670416390895845,,
789,1.0,8.0,3400,3.99,0.6620628856890979,1.5842397430172186,1.014803710132837,0.0769222486391663,-3.118748979568481,,
789,1.0,8.0,3600,4.23,0.6626506024096386,1.6140929103563226,0.8338177578197792,0.0612958717346191,-3.171193981170654,,
789,1.0,8.0,3800,4.46,0.6667646194534235,1.5961166710983892,0.8249358068406581,0.0626668757945299,-3.221488438844681,,
789,1.0,8.0,4000,4.69,0.670584778136938,1.594871298201183,0.9002574971318245,0.066942028440535,-3.269145245552063,,
789,1.0,8.0,4200,4.93,0.6611813106082868,1.6376592202148752,0.8464230763167143,0.0640429110825061,-3.3136664533615114,,
789,1.0,8.0,4400,5.16,0.6635321774904496,1.645393315743181,0.8463445989787579,0.0606311107985675,-3.358023844957352,,
789,1.0,8.0,4600,5.4,0.6670584778136938,1.6278083416212668,0.7340613717585802,0.0557734407670795,-3.4000536823272705,,
789,1.0,8.0,4800,5.63,0.6614751689685572,1.6571275851602525,0.7129439367353916,0.0542952574696391,-3.4411237239837646,,
789,1.0,8.0,5000,5.87,0.6635321774904496,1.6603835724116842,0.7960188681818545,0.0595588919240981,-3.477111862897873,,
789,1.0,8.0,5200,6.1,0.6641198942109903,1.6495877785644846,0.7148702145367861,0.0544962819013744,-3.513677406311035,,
789,1.0,8.0,5400,6.34,0.6605935938877461,1.6763812039762325,0.6610204290598631,0.04909054226242,-3.549101567268372,,
789,1.0,8.0,5600,6.57,0.66382603585072,1.692921760675664,0.6389998948574066,0.0489739437308162,-3.582779598236084,,
789,1.0,8.0,5800,6.81,0.6582427270055833,1.7216352016618244,0.6653098732978106,0.0513607702217996,-3.6120855915546417,,
789,1.0,8.0,6000,7.04,0.6564795768439612,1.7243075903955012,0.6773643709305907,0.051459590755403,-3.64185271024704,,
789,1.0,8.0,2400,final,0.6717602115780194,,,,,0.6749926535409932,1.516198834951156
1011,1.0,8.0,200,0.23,0.6047605054363797,1.7414838892902798,2.088479535579681,0.1541343068704009,-2.1664777958393096,,
1011,1.0,8.0,400,0.47,0.6188657067293565,1.660838559764713,1.7620661747455597,0.1397744839265942,-2.226171807050705,,
1011,1.0,8.0,600,0.7,0.6335586247428739,1.5990927789689793,1.703947434425354,0.1346263265050947,-2.287983454465866,,
1011,1.0,8.0,800,0.94,0.6326770496620628,1.599537318151487,1.6476890835165978,0.1310971747711301,-2.346982927322388,,
1011,1.0,8.0,1000,1.17,0.6444313840728769,1.5787246732406324,1.458854985833168,0.1124477747268974,-2.4105490398406983,,
1011,1.0,8.0,1200,1.41,0.6485454011166618,1.5691579820967547,1.3719621485471725,0.1059950608946383,-2.476060525178909,,
1011,1.0,8.0,1400,1.64,0.6397296503085512,1.5738386487106069,1.346367983967066,0.1030782800167799,-2.5371857392787933,,
1011,1.0,8.0,1600,1.88,0.6544225683220688,1.5638252544010731,1.3352034170925615,0.1018754835613072,-2.5981248474121093,,
1011,1.0,8.0,1800,2.11,0.6464883925947693,1.591428209535171,1.2352250830829143,0.0957822972629219,-2.6586606025695803,,
1011,1.0,8.0,2000,2.35,0.6473699676755804,1.5938659107338289,1.14072177156806,0.0842667428776621,-2.720691729784012,,
1011,1.0,8.0,2200,2.58,0.6553041434028798,1.5825440307032037,1.1312510615587237,0.0853460539225488,-2.782053771018982,,
1011,1.0,8.0,2400,2.82,0.6558918601234205,1.5805425032285814,1.1842686687409878,0.0891800218075513,-2.840692448616028,,
1011,1.0,8.0,2600,3.05,0.6491331178372025,1.6077915000943552,1.0877718325867318,0.0821094780787825,-2.897339677810669,,
1011,1.0,8.0,2800,3.29,0.6500146929180135,1.6083202130157668,0.9755194132775068,0.0708959672227501,-2.95618373632431,,
1011,1.0,8.0,3000,3.52,0.6485454011166618,1.6232486437462093,0.9737465123832226,0.0716659427154809,-3.0153611409664154,,
1011,1.0,8.0,3200,3.76,0.6553041434028798,1.6206054082170431,0.9647693928331136,0.0716271121520549,-3.067573922872543,,
1011,1.0,8.0,3400,3.99,0.6573611519247723,1.617509185794939,1.0082638490945102,0.0771428623888641,-3.119947597980499,,
1011,1.0,8.0,3600,4.23,0.6541287099617984,1.6337630044632787,0.8127378218621015,0.0610147423483431,-3.169905140399933,,
1011,1.0,8.0,3800,4.46,0.6511901263590949,1.660711692355501,0.854122915416956,0.0636963329836726,-3.220883388519287,,
1011,1.0,8.0,4000,4.69,0.6544225683220688,1.6342616878535303,0.8814757996052504,0.0659371281415224,-3.2670426774024963,,
1011,1.0,8.0,4200,4.93,0.6547164266823391,1.6345496492248544,0.8443424261361361,0.0643140254169702,-3.312919954061508,,
1011,1.0,8.0,4400,5.16,0.652953276520717,1.665394155270837,0.778652049396187,0.0576272285450249,-3.3550957107543944,,
1011,1.0,8.0,4600,5.4,0.652071701439906,1.6675621155882596,0.7261742543801666,0.0536360980011522,-3.397697002887726,,
1011,1.0,8.0,4800,5.63,0.6550102850426095,1.681623107574983,0.7225419534556567,0.0546566202957183,-3.441154973506928,,
1011,1.0,8.0,5000,5.87,0.6558918601234205,1.6975425738570902,0.7854855039715767,0.05941121567972,-3.479243879318237,,
1011,1.0,8.0,5200,6.1,0.652071701439906,1.711610769475869,0.7449595395941288,0.0557281454280018,-3.5129576456546783,,
1011,1.0,8.0,5400,6.34,0.6532471348809874,1.7287289503564425,0.678852637372911,0.0492134425323456,-3.55027854681015,,
1011,1.0,8.0,5600,6.57,0.6511901263590949,1.7386002034045234,0.6465617448836565,0.048791396189481,-3.581917612552642,,
1011,1.0,8.0,5800,6.81,0.6500146929180135,1.6895675734845883,0.6869554200582206,0.0530476761609315,-3.613236229419708,,
1011,1.0,8.0,6000,7.04,0.6553041434028798,1.7437045184647444,0.6182576815411448,0.0474771273229271,-3.641611951589584,,
1011,1.0,8.0,3400,final,0.6573611519247723,,,,,0.6620628856890979,1.607616279043242
2024,1.0,8.0,200,0.23,0.6141639729650309,1.761433306141107,2.0045902425050737,0.1505291114002466,-2.164851220846176,,
2024,1.0,8.0,400,0.47,0.6262121657361152,1.647402720489188,1.8497936922311784,0.1448415834829211,-2.225823709964752,,
2024,1.0,8.0,600,0.7,0.6312077578607111,1.6218778904556983,1.657249564230442,0.1315633807703852,-2.2866089272499086,,
2024,1.0,8.0,800,0.94,0.6491331178372025,1.5886776006610612,1.6553909885883331,0.1311081805638969,-2.3485446524620057,,
2024,1.0,8.0,1000,1.17,0.6426682339112548,1.603655387750626,1.4294798436854037,0.1094122641906142,-2.4118524527549745,,
2024,1.0,8.0,1200,1.41,0.6541287099617984,1.57041147313607,1.4282926674187184,0.1070395774021744,-2.478004511594772,,
2024,1.0,8.0,1400,1.64,0.6532471348809874,1.5603414509809967,1.3468397330492734,0.1035251077078282,-2.5386513364315038,,
2024,1.0,8.0,1600,1.88,0.6482515427563914,1.588569270559104,1.3426722335815429,0.1039332953654229,-2.599246805906296,,
2024,1.0,8.0,1800,2.11,0.6532471348809874,1.5739589956904592,1.2587991451844571,0.0967765267845243,-2.6605293953418734,,
2024,1.0,8.0,200,0.23,0.6074052306788128,1.8055810536001486,2.0326431971788406,0.15386730443686247,-2.166142510175705,,
2024,1.0,8.0,400,0.47,0.6270937408169263,1.6646465634795242,1.7903586140275,0.1391437066346407,-2.22670822262764,,
2024,1.0,8.0,600,0.7,0.6376726417866588,1.6236993019769306,1.7773687842488288,0.13615347921848298,-2.2907368040084837,,
2024,1.0,8.0,800,0.94,0.6350279165442256,1.6083086269447602,1.6456165832281113,0.13130882296711208,-2.3535280334949493,,
2024,1.0,8.0,1000,1.17,0.6456068175139583,1.5822649514573552,1.4562570442678406,0.11067233880981803,-2.4160166430473327,,
2024,1.0,8.0,1200,1.41,0.6503085512782839,1.581243196200736,1.3647391989827156,0.10410300416871905,-2.4790129506587983,,
2024,1.0,8.0,1400,1.64,0.6570672935645019,1.550285854901491,1.4107842484116555,0.10735894910991192,-2.542035553455353,,
2024,1.0,8.0,1600,1.88,0.6564795768439612,1.5356029417806956,1.333075175881386,0.1052435558103025,-2.601342908143997,,
2024,1.0,8.0,1800,2.11,0.6441375257126065,1.5932734580450538,1.3141481752693653,0.10004118940792978,-2.6621185421943663,,
2024,1.0,8.0,2000,2.35,0.6523655598001763,1.5846864734016866,1.1583361995220185,0.08565059997141361,-2.7244805335998534,,
2024,1.0,8.0,2200,2.58,0.6553041434028798,1.5951770283774422,1.1285979837179183,0.08579097807407379,-2.784656203985214,,
2024,1.0,8.0,2400,2.82,0.6614751689685572,1.5898721527429738,1.1113385458290577,0.0843474174849689,-2.8446614372730257,,
2024,1.0,8.0,2600,3.05,0.6558918601234205,1.6024105119032612,1.1533283801443759,0.08518846325576306,-2.9003223061561583,,
2024,1.0,8.0,2800,3.29,0.6605935938877461,1.6068405140998117,1.017818201929331,0.07402300521731377,-2.957834093570709,,
2024,1.0,8.0,3000,3.52,0.6538348516015281,1.61724474785295,1.0190366216003894,0.07607859631069004,-3.0148777949810026,,
2024,1.0,8.0,3200,3.76,0.6564795768439612,1.6209142526878246,0.9614983045309782,0.07304211131297052,-3.068753321170807,,
2024,1.0,8.0,3400,3.99,0.6538348516015281,1.6223328030533277,0.979227259978652,0.07401047245599329,-3.117744938135147,,
2024,1.0,8.0,3600,4.23,0.6567734352042316,1.6153241453400577,0.8991271146386862,0.0649948028381914,-3.167015371322632,,
2024,1.0,8.0,3800,4.46,0.6467822509550397,1.667103521584974,0.8630590071901679,0.06371602296829224,-3.219112278223038,,
2024,1.0,8.0,4000,4.69,0.6594181604466647,1.6417690749873213,0.8222759988158941,0.0622804574854672,-3.268124474287033,,
2024,1.0,8.0,4200,4.93,0.6550102850426095,1.628090877936512,0.8841195147112012,0.06693455903790892,-3.3133430075645447,,
2024,1.0,8.0,4400,5.16,0.6523655598001763,1.6737392487821598,0.7722505149897188,0.05694471777416766,-3.3562424004077913,,
2024,1.0,8.0,4600,5.4,0.646194534234499,1.6553184105444052,0.774645610563457,0.056586071634665135,-3.3998628985881805,,
2024,1.0,8.0,4800,5.63,0.6517778430796356,1.6850975470931047,0.7388499531522393,0.056262158509343865,-3.4417303895950315,,
2024,1.0,8.0,5000,5.87,0.6558918601234205,1.6871382006469489,0.7875982501730323,0.05941833294928074,-3.4810830223560334,,
2024,1.0,8.0,5200,6.1,0.6467822509550397,1.7200260694118727,0.6919982471875846,0.05278124774806201,-3.515327821969986,,
2024,1.0,8.0,5400,6.34,0.6526594181604467,1.6972162143433756,0.6815049230679869,0.05121866674162447,-3.550745495557785,,
2024,1.0,8.0,5600,6.57,0.652953276520717,1.7152773106480008,0.6991887399554253,0.0519414387922734,-3.5849018299579622,,
2024,1.0,8.0,5800,6.81,0.6550102850426095,1.7092015296965182,0.6710392807796598,0.05075322020798922,-3.616283985376358,,
2024,1.0,8.0,6000,7.04,0.6497208345577432,1.7530999772870257,0.6802384070679546,0.05120059519074857,-3.6436287963390352,,
2024,1.0,8.0,2400,final,0.6614751689685572,,,,,0.6732295033793712,1.5113952314366743
