seed,lambda_emb,gamma_unif,step,epoch,val_acc,val_ce,train_embed_loss,train_unif_loss,test_acc,test_ce
123,1.0,8.0,5200,6.1,0.6500146929180135,2.6976585593112876,0.1833508696965873,-3.4735436701774596,,
123,1.0,8.0,5400,6.34,0.6523655598001763,2.7126963481880657,0.1842477908357978,-3.51277024269104,,
123,1.0,8.0,4200,final,0.6600058771672054,,,,0.6491331178372025,2.6135863342111403
456,1.0,8.0,200,0.23,0.6103438142815163,2.34681844669267,0.4746805541217327,-2.164331305027008,,
456,1.0,8.0,400,0.47,0.6250367322950338,2.2621514018129116,0.4394919355213642,-2.2223374891281127,,
456,1.0,8.0,600,0.7,0.6306200411401705,2.2815415681967344,0.4072095572948456,-2.2766304814815523,,
456,1.0,8.0,800,0.94,0.6417866588304437,2.225030729289339,0.4055663318932056,-2.3330533838272096,,
456,1.0,8.0,1000,1.17,0.6459006758742286,2.2504610675522554,0.3456912369281053,-2.3870730352401734,,
456,1.0,8.0,1200,1.41,0.6488392594769321,2.2719054524071107,0.3368619216233492,-2.449415612220764,,
456,1.0,8.0,1400,1.64,0.6491331178372025,2.2966157202506254,0.3330652909725904,-2.506804059743881,,
456,1.0,8.0,1600,1.88,0.6538348516015281,2.305524866124864,0.3263788269460201,-2.5652976632118225,,
456,1.0,8.0,1800,2.11,0.6553041434028798,2.315182632955775,0.3037168186903,-2.619954212903977,,
456,1.0,8.0,2000,2.35,0.6506024096385542,2.3355671993746605,0.2830414395779371,-2.680452613830566,,
456,1.0,8.0,2200,2.58,0.6635321774904496,2.3350009062764507,0.2676223151385784,-2.739540152549744,,
456,1.0,8.0,2400,2.82,0.6611813106082868,2.3858928061078095,0.2779764406383037,-2.794999052286148,,
456,1.0,8.0,2600,3.05,0.6550102850426095,2.3558553799509547,0.2790308143571019,-2.849874587059021,,
456,1.0,8.0,2800,3.29,0.6658830443726124,2.3660739931049957,0.2436334487795829,-2.9067947566509247,,
456,1.0,8.0,3000,3.52,0.6582427270055833,2.4098138022415783,0.241314674578607,-2.966424720287323,,
456,1.0,8.0,3200,3.76,0.6620628856890979,2.4035431409001244,0.2384715947881341,-3.0219267404079435,,
456,1.0,8.0,3400,3.99,0.6641198942109903,2.4375094252055862,0.2428878714516759,-3.07241371512413,,
456,1.0,8.0,3600,4.23,0.6620628856890979,2.422271660766355,0.2200769867934286,-3.1219746255874634,,
456,1.0,8.0,3800,4.46,0.6746987951807228,2.399896384896932,0.2119440268352627,-3.17517302274704,,
456,1.0,8.0,4000,4.69,0.6605935938877461,2.4581297300088205,0.2130922823399305,-3.2240834498405455,,
456,1.0,8.0,4200,4.93,0.6661769027328828,2.4625003421233047,0.2191221320815384,-3.2666561138629913,,
456,1.0,8.0,4400,5.16,0.6623567440493682,2.484279100663025,0.2020579383894801,-3.3120131814479827,,
456,1.0,8.0,4600,5.4,0.658830443726124,2.5254131391964134,0.188412152826786,-3.3582396399974823,,
456,1.0,8.0,4800,5.63,0.6650014692918014,2.494276812522859,0.1992722316086292,-3.4027075231075288,,
456,1.0,8.0,5000,5.87,0.6614751689685572,2.488141627512082,0.1983841601759195,-3.444987035989761,,
456,1.0,8.0,3800,final,0.6746987951807228,,,,0.6535409932412577,2.410087290631299
789,1.0,8.0,200,0.23,0.6162209814869233,2.2013482643932307,0.4758221770823002,-2.1642122042179106,,
789,1.0,8.0,400,0.47,0.6247428739347635,2.215336038685882,0.42760277055203916,-2.22145129442215,,
789,1.0,8.0,600,0.7,0.6373787834263884,2.220268401054295,0.42248447746038437,-2.2789323019981382,,
789,1.0,8.0,800,0.94,0.6420805171907141,2.214767375344078,0.4052203677594662,-2.331440612077713,,
789,1.0,8.0,1000,1.17,0.6511901263590949,2.226642231712823,0.35246248260140417,-2.387417286634445,,
789,1.0,8.0,1200,1.41,0.652071701439906,2.223191786365862,0.33481422387063503,-2.449482822418213,,
789,1.0,8.0,1400,1.64,0.6482515427563914,2.2613724090056038,0.33122773315757514,-2.5096182262897493,,
789,1.0,8.0,1600,1.88,0.6517778430796356,2.316323963782383,0.3347190921753645,-2.5660159277915953,,
789,1.0,8.0,1800,2.11,0.6614751689685572,2.2474918748713786,0.31560354843735694,-2.620441744327545,,
789,1.0,8.0,2000,2.35,0.6614751689685572,2.2447005583544253,0.27061361383646726,-2.6817730617523194,,
789,1.0,8.0,2200,2.58,0.6600058771672054,2.3717092757991507,0.2861267117038369,-2.7376477563381196,,
789,1.0,8.0,2400,2.82,0.6582427270055833,2.375253558123844,0.28440674286335704,-2.7931336045265196,,
789,1.0,8.0,2600,3.05,0.6555980017631502,2.3710665458305913,0.26991665832698347,-2.8466396367549898,,
789,1.0,8.0,2800,3.29,0.6573611519247723,2.4110493105087705,0.24058995809406042,-2.906010414361954,,
789,1.0,8.0,3000,3.52,0.6564795768439612,2.3871197099374597,0.2505415768921375,-2.963286007642746,,
789,1.0,8.0,1800,final,0.6614751689685572,,,,0.6602997355274758,2.2871296572187805
1011,1.0,8.0,200,0.23,0.5985894798707023,2.3289841969434284,0.46848035402595994,-2.163437914848328,,
1011,1.0,8.0,400,0.47,0.6191595650896268,2.287399131481766,0.42634625487029554,-2.2207320392131806,,
1011,1.0,8.0,600,0.7,0.6153394064061123,2.3848506752757372,0.41514939233660697,-2.275397663116455,,
1011,1.0,8.0,800,0.94,0.6182779900088158,2.357153515587335,0.4085392113029957,-2.3295166993141176,,
1011,1.0,8.0,1000,1.17,0.6338524831031442,2.329086662424756,0.3480434390902519,-2.3877880823612214,,
1011,1.0,8.0,1200,1.41,0.6341463414634146,2.331879811254698,0.33897714540362356,-2.4482791030406954,,
1011,1.0,8.0,1400,1.64,0.636203349985307,2.3662464092522555,0.32460888661444187,-2.507363718748093,,
1011,1.0,8.0,1600,1.88,0.6338524831031442,2.3690884947741764,0.3293873035162687,-2.5614399087429045,,
1011,1.0,8.0,1800,2.11,0.6326770496620628,2.4155484749364953,0.3005754304304719,-2.614674425125122,,
1011,1.0,8.0,2000,2.35,0.6394357919482809,2.4182617446446537,0.2766106986999512,-2.6752321875095366,,
1011,1.0,8.0,2200,2.58,0.6426682339112548,2.455729182874179,0.27519984751939774,-2.7350804841518404,,
1011,1.0,8.0,2400,2.82,0.6391419335880105,2.433351624477901,0.27620231568813325,-2.7932557356357575,,
1011,1.0,8.0,2600,3.05,0.6394357919482809,2.4856055384693936,0.26917558155953886,-2.8440283024311066,,
1011,1.0,8.0,2800,3.29,0.646194534234499,2.5317930485828812,0.23392837293446064,-2.9033304822444914,,
1011,1.0,8.0,3000,3.52,0.6406112253893623,2.5794285706411624,0.2427774826809764,-2.9620960426330565,,
1011,1.0,8.0,3200,3.76,0.6464883925947693,2.5236689082461528,0.24114511296153068,-3.0130975341796873,,
1011,1.0,8.0,3400,3.99,0.6400235086688216,2.5607330459305513,0.23740483965724707,-3.0600657796859743,,
1011,1.0,8.0,3600,4.23,0.6379665001469291,2.590573776479402,0.20812174143269657,-3.1135725831985472,,
1011,1.0,8.0,3800,4.46,0.6388480752277402,2.6322428055661518,0.21536458533257247,-3.16734725356102,,
1011,1.0,8.0,4000,4.69,0.6344401998236849,2.5995094175728286,0.21147828487679363,-3.2154648756980895,,
1011,1.0,8.0,4200,4.93,0.6406112253893623,2.568585032335002,0.21665900345891714,-3.2598183262348175,,
1011,1.0,8.0,4400,5.16,0.6420805171907141,2.638935021432119,0.19308868441730737,-3.303043644428253,,
1011,1.0,8.0,3200,final,0.6464883925947693,,,,0.6573611519247723,2.5202129875741353
2024,1.0,8.0,200,0.23,0.5950631795474581,2.3689091107511113,0.48106306806206706,-2.165333560705185,,
2024,1.0,8.0,400,0.47,0.610931531002057,2.39562470318113,0.42821224868297575,-2.220174400806427,,
2024,1.0,8.0,600,0.7,0.6215104319717896,2.397503712791714,0.420211591348052,-2.2765145719051363,,
2024,1.0,8.0,800,0.94,0.628563032618278,2.3732566488794533,0.4040685637295246,-2.3334928703308107,,
2024,1.0,8.0,1000,1.17,0.6385542168674698,2.3249823658949063,0.35633883841335773,-2.3917512094974516,,
2024,1.0,8.0,1200,1.41,0.6350279165442256,2.3489580513833377,0.3330863405764103,-2.4522348046302795,,
2024,1.0,8.0,1400,1.64,0.6370849250661181,2.4145544137879047,0.33222310192883014,-2.508990204334259,,
2024,1.0,8.0,1600,1.88,0.6394357919482809,2.4188802001268206,0.3280031779408455,-2.5674637937545777,,
2024,1.0,8.0,1800,2.11,0.6388480752277402,2.4619724209645617,0.2959800960868597,-2.6243115425109864,,
2024,1.0,8.0,2000,2.35,0.6494269761974728,2.448854124549554,0.2799030690267682,-2.6861754500865938,,
2024,1.0,8.0,2200,2.58,0.6417866588304437,2.4546932133723103,0.2837043544650078,-2.7417021656036376,,
2024,1.0,8.0,2400,2.82,0.646194534234499,2.4683368180101493,0.28025534205138686,-2.7975956165790556,,
2024,1.0,8.0,2600,3.05,0.6444313840728769,2.5124361442882033,0.2704596979171038,-2.852388617992401,,
2024,1.0,8.0,2800,3.29,0.6500146929180135,2.525137203775922,0.24112792368978261,-2.911468359231949,,
2024,1.0,8.0,3000,3.52,0.6508962679988246,2.5081432365929768,0.25710656385868785,-2.9658896350860595,,
2024,1.0,8.0,3200,3.76,0.6503085512782839,2.540500618729772,0.2345017983391881,-3.0170898282527925,,
2024,1.0,8.0,3400,3.99,0.6476638260358507,2.5416955415410154,0.23874157335609197,-3.0645878851413726,,
2024,1.0,8.0,3600,4.23,0.6500146929180135,2.558907630266318,0.21246746934950353,-3.1164364182949065,,
2024,1.0,8.0,3800,4.46,0.64707610931531,2.5741182508589135,0.2197063809260726,-3.1692712223529815,,
2024,1.0,8.0,4000,4.69,0.6517778430796356,2.6446075642630875,0.21563067447394133,-3.2195164656639097,,
2024,1.0,8.0,4200,4.93,0.6541287099617984,2.610002923074835,0.2203425208851695,-3.263959528207779,,
2024,1.0,8.0,4400,5.16,0.6585365853658537,2.5602037773530273,0.19884690752252937,-3.308258557319641,,
2024,1.0,8.0,4600,5.4,0.6632383191301793,2.60514833995114,0.1922242098674178,-3.355594575405121,,
2024,1.0,8.0,4800,5.63,0.6576550102850426,2.5997954270365375,0.19553578316234052,-3.39828195810318,,
2024,1.0,8.0,5000,5.87,0.66382603585072,2.594432542438266,0.20025453060865403,-3.436375163793564,,
2024,1.0,8.0,5200,6.1,0.6602997355274758,2.693648913521084,0.18939877763390542,-3.473229202032089,,
2024,1.0,8.0,5400,6.34,0.6553041434028798,2.635251434207348,0.1790377928968519,-3.512691442966461,,
2024,1.0,8.0,5600,6.57,0.6567734352042316,2.650116586979438,0.183609503172338,-3.5456039655208587,,
2024,1.0,8.0,5800,6.81,0.6608874522480165,2.6847829415873155,0.18280704818665983,-3.5787068235874178,,
2024,1.0,8.0,6000,7.04,0.6576550102850426,2.6897396907503732,0.17587797300890087,-3.608029223680496,,
2024,1.0,8.0,6200,7.28,0.6564795768439612,2.696717328616111,0.1652034156303853,-3.639567892551422,,
2024,1.0,8.0,5000,final,0.66382603585072,,,,0.669703203056127,2.4450926820285313
