lambda,epoch,val_acc,val_ce,train_ce,train_embed_loss,embed_frac,test_acc,test_ce,step,seed
0.1,2.58,0.6564795768439612,1.5374801322147842,0.6259837754070758,0.0542009164113551,0.0086,,,2200.0,1011
0.1,2.82,0.6503085512782839,1.5408426518654634,0.6552178625017404,0.0569946807064116,0.0086,,,2400.0,1011
0.1,3.05,0.6541287099617984,1.5729093793347202,0.5771631416676383,0.0508012226503342,0.0087,,,2600.0,1011
0.1,3.29,0.6573611519247723,1.5790449311163648,0.3881204969808459,0.0337612934969365,0.0086,,,2800.0,1011
0.1,final,0.6576550102850426,,,,,0.6726417866588305,1.4500646383104483,1600.0,1011
0.0,0.23,0.6185718483690861,1.588734051286561,1.873968694508076,0.0,0.0,,,200.0,1011
0.0,0.47,0.640317367029092,1.520361023372389,1.5815252321958542,0.0,0.0,,,400.0,1011
0.0,0.7,0.6447252424331472,1.4710303031098586,1.5610200002789498,0.0,0.0,,,600.0,1011
0.0,0.94,0.64707610931531,1.4423181066224409,1.508868263661861,0.0,0.0,,,800.0,1011
0.0,1.17,0.6550102850426095,1.4565949189183014,1.125171838849783,0.0,0.0,,,1000.0,1011
0.0,1.41,0.6503085512782839,1.4831481553721422,0.9909136371314524,0.0,0.0,,,1200.0,1011
0.0,1.64,0.6535409932412577,1.4809390042692012,1.0105339565873146,0.0,0.0,,,1400.0,1011
0.0,1.88,0.652071701439906,1.4778595658004408,0.9809713773429394,0.0,0.0,,,1600.0,1011
0.0,2.11,0.6626506024096386,1.4867964595197194,0.81033208116889,0.0,0.0,,,1800.0,1011
0.0,2.35,0.6564795768439612,1.5262320937740428,0.6079266275465488,0.0,0.0,,,2000.0,1011
0.0,2.58,0.6564795768439612,1.5377045709737216,0.6403490369766951,0.0,0.0,,,2200.0,1011
0.0,2.82,0.6558918601234205,1.548080223853049,0.6098414505273104,0.0,0.0,,,2400.0,1011
0.0,3.05,0.6511901263590949,1.6044366427670147,0.6459679449349642,0.0,0.0,,,2600.0,1011
0.0,3.29,0.664707610931531,1.5779106619776329,0.3879996300116181,0.0,0.0,,,2800.0,1011
0.0,3.52,0.6582427270055833,1.607586361960457,0.3896514148637652,0.0,0.0,,,3000.0,1011
0.0,3.76,0.6620628856890979,1.6202336250947498,0.3699057396128773,0.0,0.0,,,3200.0,1011
0.0,3.99,0.6614751689685572,1.6439315198695978,0.4136618572846055,0.0,0.0,,,3400.0,1011
0.0,4.23,0.657948868645313,1.6773564236814962,0.2747755486145615,0.0,0.0,,,3600.0,1011
0.0,4.46,0.6600058771672054,1.6764746926442475,0.2465546071715653,0.0,0.0,,,3800.0,1011
0.0,4.69,0.6558918601234205,1.6877282687996262,0.2347551776841283,0.0,0.0,,,4000.0,1011
0.0,final,0.664707610931531,,,,,0.6676461945342345,1.590844166758759,2800.0,1011
zero-shot,0,,,,,,0.5142521304731119,2.5166181498263254,,2024
4.0,0.23,0.6229797237731414,1.648453074730462,1.8430640652775765,0.144169042520225,0.2383,,,200.0,2024
4.0,0.47,0.6456068175139583,1.5359901916339682,1.6343590894341469,0.1322853594645857,0.2446,,,400.0,2024
4.0,0.7,0.6553041434028798,1.4868406167003712,1.5442627477645874,0.1248603029549121,0.2444,,,600.0,2024
4.0,0.94,0.6526594181604467,1.462263525565722,1.550779406130314,0.1256969981826841,0.2448,,,800.0,2024
4.0,1.17,0.6544225683220688,1.4898129449744033,1.1685100378096105,0.096715779621154,0.2487,,,1000.0,2024
4.0,1.41,0.6626506024096386,1.4578226852374956,1.0557364535331726,0.0871566929575055,0.2482,,,1200.0,2024
4.0,1.64,0.6655891860123421,1.458567910393371,1.0537610257416965,0.0849392986856401,0.2438,,,1400.0,2024
4.0,1.88,0.6658830443726124,1.4526239165901051,1.0620853042602538,0.088229341963306,0.2494,,,1600.0,2024
4.0,2.11,0.6738172200999119,1.4878687879249624,0.877391635030508,0.073732940275222,0.2516,,,1800.0,2024
4.0,2.35,0.6635321774904496,1.5179440797934138,0.678964354544878,0.0561654296144843,0.2486,,,2000.0,2024
4.0,2.58,0.6664707610931531,1.510613400656582,0.6978598438203335,0.0575240844115614,0.248,,,2200.0,2024
4.0,2.82,0.6670584778136938,1.5276204773583133,0.684011317640543,0.0578651016484946,0.2528,,,2400.0,2024
4.0,3.05,0.6629444607699089,1.5600038821859077,0.6518924161046743,0.0549799305945634,0.2523,,,2600.0,2024
4.0,3.29,0.6644137525712607,1.5535000662855496,0.434500301964581,0.0362663446739316,0.2503,,,2800.0,2024
4.0,3.52,0.6652953276520717,1.5761874845859551,0.4432924193143844,0.0371203548368066,0.2509,,,3000.0,2024
4.0,final,0.6738172200999119,,,,,0.6791066705847781,1.4205314121875487,1800.0,2024
2.0,0.23,0.6344401998236849,1.622390502836646,1.877488014996052,0.1478030940145254,0.136,,,200.0,2024
2.0,0.47,0.6514839847193653,1.5379594549724995,1.6045908936858178,0.1302217220142483,0.1396,,,400.0,2024
2.0,0.7,0.6582427270055833,1.47196212597465,1.5908760279417038,0.1276649114489555,0.1383,,,600.0,2024
2.0,0.94,0.6576550102850426,1.4390423332212114,1.50447860121727,0.123727941494435,0.1412,,,800.0,2024
2.0,1.17,0.6644137525712607,1.4466208618877567,1.1485659870505334,0.0946594230178743,0.1415,,,1000.0,2024
2.0,1.41,0.6591243020863944,1.4813171993309422,0.9982474301755428,0.0839780563302338,0.144,,,1200.0,2024
2.0,1.64,0.6791066705847781,1.4492961578147747,1.0344307874143124,0.0861912349425256,0.1428,,,1400.0,2024
2.0,1.88,0.6732295033793712,1.443384699845293,1.0401233643293382,0.0883491992950439,0.1452,,,1600.0,2024
2.0,2.11,0.6688216279753159,1.5041099636827255,0.870901801213622,0.073721691770479,0.1448,,,1800.0,2024
2.0,2.35,0.6658830443726124,1.499578492626736,0.6500138438493014,0.0555266544874757,0.1459,,,2000.0,2024
2.0,2.58,0.6591243020863944,1.5286159788269595,0.6628848639130592,0.0565693493932485,0.1458,,,2200.0,2024
2.0,2.82,0.6614751689685572,1.5270696152598235,0.678494019806385,0.0582318723108619,0.1465,,,2400.0,2024
2.0,3.05,0.6673523361739642,1.5566399755318163,0.6283290803059935,0.0531513861753046,0.1447,,,2600.0,2024
2.0,final,0.6791066705847781,,,,,0.6811636791066706,1.3729248866066666,1400.0,2024
1.0,0.23,0.6309138995004407,1.6115979875777,1.860852472484112,0.1457979591190815,0.0727,,,200.0,2024
1.0,0.47,0.6450191007934176,1.5216065325738402,1.6532727509737015,0.1343594250082969,0.0752,,,400.0,2024
1.0,0.7,0.6591243020863944,1.4733405352829836,1.5209724774956703,0.1244334290921688,0.0756,,,600.0,2024
1.0,0.94,0.6570672935645019,1.4489334769855693,1.4996692162752152,0.122553924228996,0.0755,,,800.0,2024
1.0,1.17,0.6547164266823391,1.477861156296877,1.1727156966598704,0.0978521911427378,0.077,,,1000.0,2024
1.0,1.41,0.6594181604466647,1.4874362114980015,0.9849179117381572,0.0834417447261512,0.0781,,,1200.0,2024
1.0,1.64,0.6670584778136938,1.4600600218233415,1.0142456841468812,0.0862698356620967,0.0784,,,1400.0,2024
1.0,1.88,0.6714663532177491,1.432463717502669,1.0287430652976035,0.0866760554630309,0.0777,,,1600.0,2024
1.0,2.11,0.669703203056127,1.4805984358348954,0.826773428171873,0.0700729074049741,0.0781,,,1800.0,2024
1.0,2.35,0.67234792829856,1.492923654600553,0.6302455960214138,0.0543418900389224,0.0794,,,2000.0,2024
1.0,2.58,0.6744049368204525,1.491501980622376,0.6475127445161343,0.0563615349214524,0.0801,,,2200.0,2024
1.0,2.82,0.6626506024096386,1.5165022710404463,0.6485685367137194,0.0556837815791368,0.0791,,,2400.0,2024
1.0,3.05,0.6699970614163973,1.5459838630590514,0.6161706790894095,0.0532318166550248,0.0795,,,2600.0,2024
1.0,3.29,0.6641198942109903,1.565788835138214,0.3841427149251103,0.0337116221059113,0.0807,,,2800.0,2024
1.0,3.52,0.6658830443726124,1.5870753487803604,0.4084293345734477,0.0357759891729801,0.0805,,,3000.0,2024
1.0,3.76,0.664707610931531,1.5863450902929874,0.3929512105509639,0.0347927441820502,0.0813,,,3200.0,2024
1.0,3.99,0.6670584778136938,1.606345412803334,0.4062155652791261,0.0353717737924307,0.0801,,,3400.0,2024
1.0,final,0.6744049368204525,,,,,0.6870408463120776,1.4285784495461873,2200.0,2024
0.5,0.23,0.6282691742580077,1.614088944221573,1.877762587070465,0.147233263105154,0.0377,,,200.0,2024
0.5,0.47,0.6414928004701734,1.5325149203131487,1.596193858385086,0.1300788594782352,0.0392,,,400.0,2024
0.5,0.7,0.6511901263590949,1.4762492953347277,1.586404205262661,0.1288680145703256,0.039,,,600.0,2024
0.5,0.94,0.658830443726124,1.4431061324672492,1.515375203192234,0.1241047625988721,0.0393,,,800.0,2024
0.5,1.17,0.6620628856890979,1.4604745441207527,1.118608102798462,0.0960064792446792,0.0411,,,1000.0,2024
0.5,1.41,0.6629444607699089,1.4564979037151171,1.0125343428552152,0.0856502734869718,0.0406,,,1200.0,2024
0.5,1.64,0.6714663532177491,1.4522727927564698,1.018495436012745,0.0867580920644104,0.0409,,,1400.0,2024
0.5,1.88,0.6738172200999119,1.4565279085496716,1.009682877510786,0.085807801131159,0.0408,,,1600.0,2024
0.5,2.11,0.6658830443726124,1.5080059646263986,0.8181578075885773,0.0703582680877298,0.0412,,,1800.0,2024
0.5,2.35,0.6602997355274758,1.533845448683123,0.6145542825013399,0.0531390908546745,0.0414,,,2000.0,2024
0.5,2.58,0.6602997355274758,1.527829469739077,0.6449686378985643,0.0564056585915386,0.0419,,,2200.0,2024
0.5,2.82,0.6661769027328828,1.5397876029220567,0.6438623233884573,0.0576765051390975,0.0429,,,2400.0,2024
0.5,3.05,0.6591243020863944,1.5523650991261584,0.6392696248739957,0.0564903140626847,0.0423,,,2600.0,2024
0.5,3.29,0.6623567440493682,1.576512753455526,0.3874895713105797,0.0343239144328981,0.0424,,,2800.0,2024
0.5,final,0.6738172200999119,,,,,0.6876285630326183,1.3731750714018736,1600.0,2024
0.1,0.23,0.627681457537467,1.6189818543754464,1.859846920967102,0.1466283703222871,0.0078,,,200.0,2024
0.1,0.47,0.6429620922715251,1.5140291237669974,1.6625181379914284,0.1341433062404394,0.008,,,400.0,2024
0.1,0.7,0.6526594181604467,1.4890323963509984,1.5576077166199684,0.1278450401872396,0.0081,,,600.0,2024
0.1,0.94,0.6553041434028798,1.4510165330349891,1.485882644355297,0.122531848642975,0.0082,,,800.0,2024
0.1,1.17,0.6570672935645019,1.4887261088721864,1.1531405374407768,0.0975991895608603,0.0084,,,1000.0,2024
0.1,1.41,0.670584778136938,1.4521429879925305,1.0076139806210995,0.0860338500235229,0.0085,,,1200.0,2024
0.1,1.64,0.6558918601234205,1.4640461179812867,0.9960061465203762,0.0863141496386379,0.0086,,,1400.0,2024
0.1,1.88,0.6664707610931531,1.4505031941884972,1.039271386563778,0.088666377607733,0.0085,,,1600.0,2024
0.1,2.11,0.6720540699382898,1.4980969266123607,0.8278059621899387,0.070680328849703,0.0085,,,1800.0,2024
0.1,2.35,0.664707610931531,1.5152157261691792,0.6563848559558392,0.0573406524956226,0.0087,,,2000.0,2024
0.1,2.58,0.6655891860123421,1.528259062781041,0.6501218929886818,0.0573392106033861,0.0087,,,2200.0,2024
0.1,2.82,0.6691154863355863,1.519744127454598,0.6308330549299717,0.0555296560190618,0.0087,,,2400.0,2024
0.1,3.05,0.6626506024096386,1.5648125758985194,0.5637692241740524,0.0501645764708519,0.0088,,,2600.0,2024
0.1,3.29,0.6673523361739642,1.579699456744288,0.3754920012876391,0.0336560912337154,0.0089,,,2800.0,2024
0.1,3.52,0.6591243020863944,1.6190520928531684,0.4026501156017184,0.0355099493637681,0.0087,,,3000.0,2024
0.1,final,0.6720540699382898,,,,,0.6855715545107258,1.4132641437927345,1800.0,2024
0.0,0.23,0.6317954745812518,1.5901500601436402,1.907426416873932,0.0,0.0,,,200.0,2024
0.0,0.47,0.641198942109903,1.525162483746957,1.5988480758666992,0.0,0.0,,,400.0,2024
0.0,0.7,0.6585365853658537,1.4778898515107175,1.5699570441246034,0.0,0.0,,,600.0,2024
0.0,0.94,0.6611813106082868,1.44342515456687,1.5133464986085892,0.0,0.0,,,800.0,2024
0.0,1.17,0.6547164266823391,1.476399554072707,1.103659250214696,0.0,0.0,,,1000.0,2024
0.0,1.41,0.6614751689685572,1.483336568579336,0.9867441660165788,0.0,0.0,,,1200.0,2024
0.0,1.64,0.6635321774904496,1.4579459281658518,1.0232432329654693,0.0,0.0,,,1400.0,2024
0.0,1.88,0.6729356450191007,1.4656694638809666,0.9859756530821324,0.0,0.0,,,1600.0,2024
0.0,2.11,0.6714663532177491,1.4885670319046302,0.8342073236405849,0.0,0.0,,,1800.0,2024
0.0,2.35,0.6655891860123421,1.5083746903089086,0.6090272242948412,0.0,0.0,,,2000.0,2024
0.0,2.58,0.6614751689685572,1.5156510185571828,0.6133295579254627,0.0,0.0,,,2200.0,2024
0.0,2.82,0.6688216279753159,1.518332404141702,0.653859725818038,0.0,0.0,,,2400.0,2024
0.0,3.05,0.6670584778136938,1.5493639589862336,0.6097112853452563,0.0,0.0,,,2600.0,2024
0.0,3.29,0.6650014692918014,1.586933853554088,0.3530456623062491,0.0,0.0,,,2800.0,2024
0.0,final,0.6729356450191007,,,,,0.6826329709080223,1.3812571992392124,1600.0,2024
zero-shot,0,,,,,,0.5098442550690567,2.557918697008833,,3000
1.0,0.23,0.6450191007934176,1.533800916946043,1.892175652682781,0.1481470467895269,0.0726,,,200.0,3000
1.0,0.47,0.6564795768439612,1.4618230360748137,1.5980520784854888,0.1300753847137093,0.0753,,,400.0,3000
1.0,0.7,0.6691154863355863,1.405697761205866,1.5433751279115675,0.1260002579540014,0.0755,,,600.0,3000
1.0,0.94,0.6626506024096386,1.400533336262615,1.5454353767633435,0.126193918697536,0.0755,,,800.0,3000
1.0,1.17,0.664707610931531,1.4247258200151165,1.1229340041335671,0.0939306607842445,0.0772,,,1000.0,3000
1.0,1.41,0.6711724948574787,1.4192698681062017,0.9811902159452438,0.0844169964082539,0.0792,,,1200.0,3000
1.0,1.64,0.678225095503967,1.38808794318316,1.00947302877903,0.0851394361257553,0.0778,,,1400.0,3000
1.0,1.88,0.6799882456655891,1.4018124993819367,1.0355861289799213,0.0870824394375085,0.0776,,,1600.0,3000
1.0,2.11,0.6729356450191007,1.4365582045144696,0.8358270685747266,0.0701930059865117,0.0775,,,1800.0,3000
1.0,2.35,0.6767558037026153,1.446706737354157,0.6541502347588539,0.0562102596089243,0.0791,,,2000.0,3000
1.0,2.58,0.6749926535409932,1.4535988674001277,0.6527599216997624,0.0556854987796396,0.0786,,,2200.0,3000
1.0,2.82,0.6796943873053188,1.471331667029136,0.6597609563916922,0.0582072602771222,0.0811,,,2400.0,3000
1.0,3.05,0.6770496620628856,1.5063583345828149,0.5701486651599407,0.0494214135035872,0.0798,,,2600.0,3000
1.0,3.29,0.6738172200999119,1.5285986442728636,0.397328429557383,0.0345590669289231,0.08,,,2800.0,3000
1.0,final,0.6799882456655891,,,,,0.6791066705847781,1.442083529293835,1600.0,3000
0.0,0.23,0.6379665001469291,1.5375697227425342,1.891347032785416,0.0,0.0,,,200.0,3000
0.0,0.47,0.6550102850426095,1.4491783896772574,1.581177326142788,0.0,0.0,,,400.0,3000
zero-shot,0,,,,,,0.5098442550690567,2.557918697008833,,3000
0.0,0.23,0.6379665001469291,1.5375697227425342,1.891347032785416,0.0,0.0,,,200.0,3000
0.0,0.47,0.6550102850426095,1.4491783896772574,1.581177326142788,0.0,0.0,,,400.0,3000
0.0,0.7,0.6620628856890979,1.412580888148024,1.5372604846954343,0.0,0.0,,,600.0,3000
0.0,0.94,0.6805759623861299,1.3675367809063612,1.5459341782331466,0.0,0.0,,,800.0,3000
0.0,1.17,0.6726417866588305,1.4117616826414956,1.1529105505347252,0.0,0.0,,,1000.0,3000
0.0,1.41,0.6779312371436967,1.3974716331532795,0.9975326736271382,0.0,0.0,,,1200.0,3000
0.0,1.64,0.6746987951807228,1.3896905926967276,1.0005629432201386,0.0,0.0,,,1400.0,3000
0.0,1.88,0.6814575374669409,1.3823989089266395,1.0253118032217026,0.0,0.0,,,1600.0,3000
0.0,2.11,0.6758742286218042,1.435387252535219,0.7812792794313281,0.0,0.0,,,1800.0,3000
0.0,2.35,0.6805759623861299,1.453183564948328,0.630933943837881,0.0,0.0,,,2000.0,3000
0.0,2.58,0.6717602115780194,1.4550864943731472,0.6282439635694027,0.0,0.0,,,2200.0,3000
0.0,2.82,0.6785189538642374,1.4699004239460458,0.6525360456854105,0.0,0.0,,,2400.0,3000
0.0,3.05,0.6785189538642374,1.4868830017944732,0.6011331347003579,0.0,0.0,,,2600.0,3000
0.0,3.29,0.6735233617396414,1.5312572133136504,0.3723266191035509,0.0,0.0,,,2800.0,3000
0.0,3.52,0.6746987951807228,1.5372019596321247,0.3768142895400524,0.0,0.0,,,3000.0,3000
0.0,3.76,0.6817513958272113,1.5350653605796714,0.4066838310845196,0.0,0.0,,,3200.0,3000
0.0,3.99,0.6785189538642374,1.5384821021273103,0.4142445779778063,0.0,0.0,,,3400.0,3000
0.0,4.23,0.6805759623861299,1.594110260474272,0.2128457776803407,0.0,0.0,,,3600.0,3000
0.0,4.46,0.6791066705847781,1.604103345416274,0.2272596041485667,0.0,0.0,,,3800.0,3000
0.0,4.69,0.6744049368204525,1.6118662635999117,0.2422174594458192,0.0,0.0,,,4000.0,3000
0.0,4.93,0.6799882456655891,1.620776512663644,0.2478592840954661,0.0,0.0,,,4200.0,3000
0.0,5.16,0.6744049368204525,1.673316094977275,0.169767929604277,0.0,0.0,,,4400.0,3000
0.0,5.4,0.6808698207464002,1.6583103178495384,0.1363848527707159,0.0,0.0,,,4600.0,3000
0.0,5.63,0.6767558037026153,1.6557669655745288,0.1543571321014314,0.0,0.0,,,4800.0,3000
0.0,5.87,0.6752865119012635,1.6940670128547195,0.163362606819719,0.0,0.0,,,5000.0,3000
0.0,6.1,0.678225095503967,1.6960722609299126,0.1187689010990288,0.0,0.0,,,5200.0,3000
0.0,6.34,0.6744049368204525,1.697829914791879,0.087021956294775,0.0,0.0,,,5400.0,3000
0.0,6.57,0.6779312371436967,1.7139722762250074,0.0827001850027591,0.0,0.0,,,5600.0,3000
0.0,6.81,0.6776373787834263,1.7493763275875822,0.0906942924018949,0.0,0.0,,,5800.0,3000
0.0,7.04,0.6758742286218042,1.7761044590053858,0.0936743246391415,0.0,0.0,,,6000.0,3000
0.0,final,0.6817513958272113,,,,,0.6732295033793712,1.607484874613594,3200.0,3000
zero-shot,0,,,,,,0.5048486629444607,2.608083731211041,,4000
1.0,0.23,0.6414928004701734,1.5513343901063918,1.820449184179306,0.1442180680856108,0.0734,,,200.0,4000
1.0,0.47,0.6500146929180135,1.4828536271383368,1.5944572913646695,0.1301793783530593,0.0755,,,400.0,4000
1.0,0.7,0.658830443726124,1.4451382362313596,1.5986322301626206,0.1306234604120254,0.0755,,,600.0,4000
1.0,0.94,0.658830443726124,1.433105568902618,1.5185357639193535,0.1247416195645928,0.0759,,,800.0,4000
1.0,1.17,0.6602997355274758,1.4466774525657808,1.1457772609591483,0.0957996896002441,0.0772,,,1000.0,4000
1.0,1.41,0.6605935938877461,1.462130927948471,1.0037050290405751,0.0865625265799462,0.0794,,,1200.0,4000
1.0,1.64,0.6629444607699089,1.4368196176039345,1.009837436079979,0.0859946224745363,0.0785,,,1400.0,4000
1.0,1.88,0.6720540699382898,1.430793925327236,1.052857890278101,0.0889636430703103,0.0779,,,1600.0,4000
1.0,2.11,0.6641198942109903,1.4949430179287675,0.7841029720008373,0.0681007981486618,0.0799,,,1800.0,4000
1.0,2.35,0.6679400528945049,1.5083370342557303,0.6375804811716079,0.0548482350353151,0.0792,,,2000.0,4000
1.0,2.58,0.6605935938877461,1.523774511982965,0.6340428398549557,0.054970722310245,0.0798,,,2200.0,4000
1.0,2.82,0.6682339112547752,1.4777180948679216,0.6839561852812767,0.0592603762354701,0.0797,,,2400.0,4000
1.0,3.05,0.6702909197766677,1.5442544127820763,0.5910602131707128,0.051547067258507,0.0802,,,2600.0,4000
1.0,3.29,0.6685277696150456,1.5507609794814552,0.3761807939037681,0.0329943154379725,0.0806,,,2800.0,4000
1.0,3.52,0.6664707610931531,1.573881850482925,0.4025572542101144,0.0355102590471506,0.0811,,,3000.0,4000
1.0,3.76,0.6611813106082868,1.593938282753067,0.4186890833824873,0.0367011913284659,0.0806,,,3200.0,4000
1.0,3.99,0.6726417866588305,1.5900087421023772,0.4428252705186605,0.0387862810771912,0.0805,,,3400.0,4000
1.0,4.23,0.6664707610931531,1.6421021191190348,0.2352129518584115,0.0208489071857184,0.0814,,,3600.0,4000
1.0,4.46,0.6617690273288275,1.6446006049873056,0.2448250485025346,0.021488337740302,0.0807,,,3800.0,4000
1.0,4.69,0.6691154863355863,1.6579333674441776,0.2445634779147804,0.0212516020331531,0.0799,,,4000.0,4000
1.0,4.93,0.6644137525712607,1.6599564680519294,0.2627693878114223,0.0231213521957397,0.0809,,,4200.0,4000
1.0,5.16,0.6691154863355863,1.6727529129069796,0.1741657263878732,0.0144621756486594,0.0767,,,4400.0,4000
1.0,5.4,0.6664707610931531,1.701602122099162,0.1452126347087323,0.012057438539341,0.0767,,,4600.0,4000
1.0,5.63,0.6635321774904496,1.728420651452947,0.1526872123777866,0.0130059901438653,0.0785,,,4800.0,4000
1.0,5.87,0.6688216279753159,1.7207661622627812,0.1682631116826087,0.0142841691803187,0.0782,,,5000.0,4000
1.0,6.1,0.6650014692918014,1.7478909323995266,0.1258941067848354,0.010630497932434,0.0779,,,5200.0,4000
1.0,6.34,0.664707610931531,1.7486919899250246,0.0892504457943141,0.0066652498859912,0.0695,,,5400.0,4000
1.0,6.57,0.6688216279753159,1.7617636638776435,0.0879657612927258,0.0069140083249658,0.0729,,,5600.0,4000
1.0,6.81,0.66382603585072,1.7884254712341043,0.1048796638986095,0.0084635348338633,0.0747,,,5800.0,4000
1.0,7.04,0.6620628856890979,1.7661228822744002,0.0966184894624166,0.0076960755046457,0.0738,,,6000.0,4000
1.0,final,0.6726417866588305,,,,,0.6679400528945049,1.5993806545152196,3400.0,4000
0.0,0.23,0.636203349985307,1.5690540029411977,1.878713187277317,0.0,0.0,,,200.0,4000
0.0,0.47,0.6467822509550397,1.4874287636322798,1.628730446100235,0.0,0.0,,,400.0,4000
0.0,0.7,0.6658830443726124,1.4228949588675588,1.5245802947878837,0.0,0.0,,,600.0,4000
0.0,0.94,0.6611813106082868,1.4113247148996937,1.518763702213764,0.0,0.0,,,800.0,4000
0.0,1.17,0.664707610931531,1.4401225346416155,1.0793657447211444,0.0,0.0,,,1000.0,4000
0.0,1.41,0.6641198942109903,1.4527389694934658,1.0011989115178586,0.0,0.0,,,1200.0,4000
0.0,1.64,0.6650014692918014,1.4310257238848505,1.0436209864914416,0.0,0.0,,,1400.0,4000
0.0,1.88,0.6691154863355863,1.4172103538290388,1.0191283728182317,0.0,0.0,,,1600.0,4000
0.0,2.11,0.6714663532177491,1.468842853632458,0.8313690472394228,0.0,0.0,,,1800.0,4000
0.0,2.35,0.6708786364972084,1.4855416750088182,0.6142802055180073,0.0,0.0,,,2000.0,4000
0.0,2.58,0.6699970614163973,1.501547727923235,0.6246279436349869,0.0,0.0,,,2200.0,4000
0.0,2.82,0.6641198942109903,1.4959536398154232,0.6362875443696976,0.0,0.0,,,2400.0,4000
0.0,3.05,0.6688216279753159,1.523169712252453,0.5936976327002048,0.0,0.0,,,2600.0,4000
0.0,3.29,0.664707610931531,1.5486405530537783,0.3655744035169482,0.0,0.0,,,2800.0,4000
0.0,3.52,0.6676461945342345,1.576765448651943,0.3785651636868715,0.0,0.0,,,3000.0,4000
0.0,3.76,0.6694093446958566,1.5989415163927978,0.3933913883566856,0.0,0.0,,,3200.0,4000
0.0,3.99,0.6699970614163973,1.5746988480209498,0.412701706290245,0.0,0.0,,,3400.0,4000
0.0,4.23,0.6676461945342345,1.6249521407631262,0.247972308024764,0.0,0.0,,,3600.0,4000
0.0,4.46,0.6667646194534235,1.649773159133593,0.2269248971901834,0.0,0.0,,,3800.0,4000
0.0,4.69,0.6664707610931531,1.6629883006429658,0.2374327983893454,0.0,0.0,,,4000.0,4000
0.0,4.93,0.6614751689685572,1.6751901681304784,0.2523113509919494,0.0,0.0,,,4200.0,4000
0.0,5.16,0.6617690273288275,1.691330163366053,0.166412408221513,0.0,0.0,,,4400.0,4000
0.0,5.4,0.670584778136938,1.7050524553480548,0.1300750475469976,0.0,0.0,,,4600.0,4000
0.0,5.63,0.66382603585072,1.715765262434772,0.1325162542797625,0.0,0.0,,,4800.0,4000
0.0,5.87,0.6676461945342345,1.7395333983496712,0.1522489624843001,0.0,0.0,,,5000.0,4000
0.0,6.1,0.6685277696150456,1.7195758206894074,0.1273369181202724,0.0,0.0,,,5200.0,4000
0.0,6.34,0.6685277696150456,1.7464115811452212,0.0820084577938541,0.0,0.0,,,5400.0,4000
0.0,6.57,0.6644137525712607,1.7436881121417689,0.0835236536851152,0.0,0.0,,,5600.0,4000
0.0,6.81,0.6670584778136938,1.7866668923966786,0.1017478088289499,0.0,0.0,,,5800.0,4000
0.0,7.04,0.6629444607699089,1.783916776999284,0.0936968815035652,0.0,0.0,,,6000.0,4000
0.0,final,0.6714663532177491,,,,,0.6664707610931531,1.4883261392861298,1800.0,4000
zero-shot,0,,,,,,0.50426094622392,2.611049674939591,,5000
1.0,0.23,0.6317954745812518,1.5648872131745044,1.8044111022353173,0.1419396093487739,0.0729,,,200.0,5000
1.0,0.47,0.6544225683220688,1.4875847982932917,1.6047516164183615,0.1307374171540141,0.0753,,,400.0,5000
1.0,0.7,0.657948868645313,1.4438735619734708,1.562541509270668,0.1275019207783043,0.0754,,,600.0,5000
1.0,0.94,0.6676461945342345,1.413020059602106,1.5398871660232545,0.1256733410805463,0.0755,,,800.0,5000
1.0,1.17,0.6702909197766677,1.43257675102939,1.135309068717761,0.0945720683224499,0.0769,,,1000.0,5000
1.0,1.41,0.6688216279753159,1.4392394804793387,0.9769369269162416,0.0841026925854385,0.0793,,,1200.0,5000
1.0,1.64,0.670584778136938,1.426240942214049,1.0340914796292782,0.0881031922809779,0.0785,,,1400.0,5000
1.0,1.88,0.6744049368204525,1.4335857646240404,0.9991346061229706,0.0849754630215466,0.0784,,,1600.0,5000
1.0,2.11,0.6770496620628856,1.464974087054611,0.83468481130898,0.071477179871872,0.0789,,,1800.0,5000
1.0,2.35,0.675580370261534,1.4616043472724418,0.6209778251498937,0.0542389825545251,0.0803,,,2000.0,5000
1.0,2.58,0.6799882456655891,1.462148109289467,0.6288900471478701,0.0538053708616644,0.0788,,,2200.0,5000
1.0,2.82,0.6741110784601821,1.5167577286660583,0.6408210120350123,0.0558281453419476,0.0801,,,2400.0,5000
1.0,3.05,0.678225095503967,1.5171490686975997,0.5944029672071338,0.0517633606027811,0.0801,,,2600.0,5000
1.0,3.29,0.6770496620628856,1.5415348155758433,0.3779885360226035,0.0329910024441778,0.0803,,,2800.0,5000
1.0,3.52,0.6764619453423449,1.5277580505534196,0.3994160389155149,0.0345716619864106,0.0797,,,3000.0,5000
1.0,3.76,0.6767558037026153,1.572623328885155,0.4084669270738959,0.0357161936443299,0.0804,,,3200.0,5000
1.0,3.99,0.6761680869820746,1.5950379651537931,0.4050546070560813,0.0357237990386784,0.081,,,3400.0,5000
1.0,4.23,0.6702909197766677,1.6264207706779303,0.2348797329328954,0.0200248345639556,0.0786,,,3600.0,5000
1.0,4.46,0.6758742286218042,1.6551348870199216,0.2394431766681373,0.0212287125084549,0.0814,,,3800.0,5000
1.0,4.69,0.6776373787834263,1.6243497521744874,0.2574579206481576,0.0223865864984691,0.08,,,4000.0,5000
