anchor_token,spearman_r,p_value,n_pairs
ipp,0.07697982692576144,0.1261884211907011,396
 Rodriguez,0.07711647805537993,0.18504797213452068,297
ever,0.07720473136151658,0.08617741403432869,495
IA,0.07722578395505371,0.18442411126148442,297
 born,0.07756167098778258,0.12334096531560455,396
 transfer,0.07756667429552942,0.12331669844458898,396
 problems,0.07759254823332179,0.02053917527933813,891
ations,0.07778400694740341,0.007312814876909375,1188
 race,0.0780159870980924,0.010009611868172447,1089
 Be,0.07816100733606263,0.056929750062200295,594
 letter,0.07829230479974437,0.17841807576783153,297
 restore,0.07844006230019235,0.1775975436049814,297
nd,0.07848597132245753,0.05590316881088666,594
or,0.0785452078745756,1.323098915539705e-05,3069
AL,0.07855731044372993,0.17694842897337032,297
depth,0.07875259465022892,0.175871193924402,297
)|,0.07920118134845143,0.17341511944098342,297
 arrived,0.07922181804489818,0.1733027473933918,297
 laugh,0.07934461941399373,0.1149260606165966,396
IVE,0.07937256832933781,0.11479782637893608,396
 success,0.07971486071843623,0.052159094245660065,594
 grape,0.07975933571530715,0.012059491716203451,990
 ',0.08023415716792662,0.05064105259807543,594
 point,0.08047815593888619,0.10981458700736473,396
 Life,0.08068988299931157,0.10887998903961463,396
ai,0.08096215349257167,0.1076873675395331,396
 “,0.08105625064059535,9.792145244581929e-13,7722
 boxes,0.08125564919510797,0.16249177581410634,297
fil,0.08155321817371963,0.16095344047291535,297
ph,0.08172086770873871,0.021445689697485792,792
arc,0.08172826471806083,0.1043868256232827,396
 Wall,0.08183764024096805,0.014545848120365792,891
den,0.08201234011391129,0.10318351663300541,396
 College,0.08203176650939151,0.10310163179916275,396
 base,0.08204189005687447,0.15845095174109544,297
 ISO,0.08247342842632992,0.10125381960799941,396
 AND,0.08299394601039946,0.09910993423383013,396
 Service,0.0832319341093179,0.012945412390634039,891
 seen,0.08397164687715522,0.027073310570939885,693
 range,0.08409232285598785,0.008114920583850414,990
 tickets,0.0841347448869226,0.06141928034597832,495
at,0.084381660048267,0.005330241125813623,1089
 sales,0.08464682954818104,0.14560326852362884,297
 likely,0.0850412901016709,0.09102540188054815,396
 effects,0.08525111961130397,0.058042857947698354,495
ose,0.08532277814292163,0.08995639497575057,396
ers,0.08545576513172941,3.235204882300092e-07,3564
't,0.08552058661015295,1.1545907377520451e-09,5049
 concert,0.08554192847157421,0.14137680655621587,297
®,0.0859808890916883,0.13933871547430543,297
rif,0.08612612460644478,0.13866936594039547,297
 Climate,0.08650774416157067,0.03504064144248651,594
||,0.08660435827481676,0.0028127193610107686,1188
 Department,0.08662777006497813,0.004225566383482057,1089
DH,0.08691103843370701,0.13509448807733687,297
ts,0.08698544604090225,0.014334737937450201,792
 Technology,0.08814027619384485,0.02030776686554775,693
etime,0.08830727367588118,0.1289110152797848,297
 pool,0.08830833472494282,0.031402638750122634,594
akers,0.08836745962155651,0.04942272636366977,495
 commitment,0.08895816903389346,0.0009150807640564238,1386
k,0.08904983736671898,0.007822003189784913,891
 estate,0.0890500486912698,0.07672886579573722,396
gg,0.08929342566510153,0.12467715201249353,297
 inmates,0.0897367918576919,0.01813669898236746,693
ated,0.08994569869687667,0.00022013261227487918,1683
 combination,0.090077141678257,0.1213900033347815,297
omb,0.09018799105305503,0.04490194829080856,495
 Beach,0.09026452854922343,0.07277687587651856,396
 blanket,0.09051750102178154,0.11957281889183768,297
u,0.090686876450688,0.002740816125956099,1089
O,0.09076553287098885,2.2127222166301693e-05,2178
 writing,0.09089365210704696,0.11803744771276836,297
arks,0.09131799819890439,0.11632387281745205,297
 else,0.09153870506644224,0.06881065771439444,396
 magnets,0.09190005912533478,0.11400512464523088,297
 machine,0.09190780677315386,0.06769536432518466,396
 pocket,0.09244308837745036,0.1118746602560069,297
fruit,0.09284529029645022,0.03893086429678221,495
 Greek,0.09313919438775443,0.10918947649116069,297
th,0.09393150321512136,1.930715614221344e-08,3564
 heat,0.09394209236017399,0.06181135134635183,396
umes,0.09461560677843874,0.1036622610905276,297
 face,0.09491320040908775,0.0017149153123850794,1089
ep,0.09559179282658031,0.10013088743517656,297
 scent,0.0957603220661905,0.09953100387052381,297
 English,0.09587255759193562,0.0025301947313052593,990
il,0.09607187144137874,0.011394186619738,693
 Up,0.09609355830515856,0.019155389911826783,594
ity,0.09627897669458678,0.002424828474243323,990
ats,0.09660915418611538,0.03163338705484132,495
 partnership,0.09677990795028793,0.010799899405818264,693
ly,0.09701770026971444,2.1611037413704315e-06,2376
 component,0.09712712084323229,0.09477061487603486,297
ms,0.09736179932793905,0.017617721537791682,594
ago,0.09770173977025691,0.0928242812121955,297
ant,0.09772841971858982,8.042879108427654e-06,2079
 BR,0.09776980591516513,0.09259585960657517,297
 example,0.09788054720433831,0.002047496777467959,990
 Re,0.09791576373602219,0.02938988108168133,495
://,0.09806870452221005,0.005741335173621451,792
age,0.09849257702010406,0.00024027751370036215,1386
kin,0.09874176421023408,0.0893828236913151,297
ones,0.09876711392271481,0.01604092585101033,594
 taste,0.09953057068536512,0.04778343200740399,396
 Bernstein,0.0999302728127711,0.04689160643345135,396
 total,0.10000988904131619,0.02607888294412187,495
 conversation,0.1002048568128656,0.04628706607542796,396
ton,0.10060720372611197,0.014164195053770869,594
de,0.10156020358169857,2.991062330678308e-05,1683
 Iowa,0.10179948978727485,0.00731849258938764,693
 Show,0.10186366692736372,0.02342127002411885,495
 yang,0.10203255268757652,0.02319123196903395,495
 web,0.10219341709433559,0.022973941026940285,495
 competition,0.10230057660082156,0.0007224476773759965,1089
ist,0.1029220752164945,0.00012382439843133052,1386
 drive,0.10369399901797643,0.021030501489828178,495
 killed,0.10405260795988781,0.02058777859627632,495
 Canada,0.10410127808331218,0.01112572577621631,594
 skin,0.10421447280007032,0.011037777463622276,594
Book,0.10432164887562384,0.07262717150560927,297
 Hospital,0.10437136753783019,0.03788733840373364,396
ett,0.10439962029795109,0.03783511456463902,396
 .,0.1046943367423535,0.019815726564612213,495
free,0.10477708927313527,0.003155586037611965,792
 walk,0.10510479595285016,0.0704948580853053,297
cor,0.10523721106853187,0.07013942568012752,297
 Pacific,0.10613927354722845,0.03473488916957107,396
part,0.10633642976335234,0.03439757341093406,396
ched,0.1064999937018937,0.06682280947064877,297
 Ocean,0.10712593723644598,0.0652270696069655,297
icode,0.1074906381341898,0.06431183093360857,297
 Beth,0.10766752032581846,0.03219237251192664,396
uate,0.10794530023276701,0.06318562731821413,297
iss,0.10801533222893013,0.03163645234244725,396
es,0.10846855060133315,2.802442697049733e-10,3366
 bomb,0.10876039938831533,0.015484969278454625,495
 Brady,0.10896216816480556,0.060725460462556266,297
ault,0.10925828204064923,0.029716330460167847,396
itch,0.10956473275880221,0.014734294349676325,495
 leader,0.10957627351647989,0.05927834773567307,297
ach,0.11001454093597543,2.148998837162383e-05,1485
 bul,0.11006098388111255,0.028530094285383705,396
ape,0.11041685967267084,0.05734381540457324,297
ights,0.11047535070189245,0.05721117042587778,297
 Tor,0.11061748069703586,0.056889908187178435,297
 LOVE,0.11067692841672574,0.05675597971441587,297
 s,0.11086116022621323,0.05634258487108422,297
 Sw,0.11123016857357018,0.05552207165067998,297
wa,0.11143176574180709,0.055078007889941286,297
 view,0.11172095190094526,0.05444615636504866,297
 Persian,0.11186232026929473,0.054139472595270445,297
ress,0.1119803610295277,0.05388449565137604,297
ains,0.11198236562752639,0.053880174195410455,297
 Em,0.11205954436414277,0.01260543350614426,495
 prostate,0.11215264718095952,0.053514135284071236,297
 Pennsylvania,0.1123704359514965,0.006113621107126085,594
 v,0.1124903843399497,0.02518432526945688,396
 IT,0.11251695401711717,0.05273795328526871,297
 listings,0.11258174928918757,0.052600887654740476,297
 confidence,0.11275025571558021,0.05224582164306649,297
am,0.11311439120121625,3.2883114922122026e-06,1683
 trying,0.11403760371065477,0.023234634522778356,396
 filters,0.11481592168249016,0.022304197358820957,396
d,0.11496962247543635,7.135973522577294e-05,1188
 criminal,0.11503816328850472,0.04761907501454941,297
ens,0.1150439708783013,0.004996103159489229,594
yrus,0.11524292005089992,0.04722225490982821,297
 Report,0.11585037946112296,0.0460612423500294,297
 Ch,0.11601620246301816,0.0022212476263087258,693
ue,0.11615184931133893,0.004589706153786987,594
 West,0.11616424407284463,1.4545309267613228e-05,1386
fully,0.11663925035964699,0.009394077680570882,495
 age,0.1166875170052361,0.0020926546530772735,693
no,0.11674520782623975,0.02013580101270051,396
Stone,0.11694719026172866,0.044025521408968434,297
 Missouri,0.1169490894112939,0.019917730721275752,396
 £,0.11712868956318902,0.0020118953520285587,693
 sides,0.11781010789109236,0.04247751598132617,297
ged,0.1180974677482587,0.018727399331170496,396
by,0.11833960155344353,9.059765324621558e-05,1089
 impressive,0.11884416577892543,0.01798711133071712,396
 receiver,0.11922036245670269,0.01762391275262484,396
 spread,0.1199779946445095,0.03878939902789425,297
 qualifying,0.12011330244457873,0.03856847110859272,297
em,0.12013945865436315,0.000704139779013279,792
 Best,0.12020911509486581,0.03841267431582917,297
 suspect,0.12020983471487807,0.03841150618964221,297
izing,0.12044347734010392,0.007303139289774802,495
 THE,0.12083508056435058,6.39786676003294e-05,1089
ified,0.12103108936940594,0.003132392494402389,594
ed,0.12141421426115144,4.836886745227866e-18,5049
 War,0.12179062869904897,0.0005928319199722663,792
ner,0.12246542776132585,0.034894731625591466,297
 assess,0.1242213784720547,0.005648970551382523,495
 sun,0.12446233927162989,0.03201331906426943,297
iso,0.12474630316261905,0.0316205338342953,297
art,0.12502143461502752,8.005930645442871e-05,990
 injury,0.12515045123721824,0.0004149758321541153,792
 others,0.12562130163397642,0.0009192725412109768,693
 Hur,0.12602585334966124,0.029901246609262633,297
 India,0.12604772270192563,0.0020849090723033684,594
son,0.12605801377387474,0.0020831375722042893,594
U,0.12633558780616855,0.0001562407220552261,891
 DD,0.126942162993631,0.011459421112437192,396
on,0.12713904006749388,9.687451021117186e-16,3960
aft,0.12781721325160236,0.01089837540917426,396
 Khan,0.127823249529988,0.004394095818725146,495
les,0.12810914435964577,0.0017563259387943023,594
 policy,0.12858143671640365,0.004164471150302526,495
 logo,0.12874752797282582,4.849835785783278e-05,990
 Law,0.1287821434754757,0.004105530117104118,495
ham,0.12934874950521644,1.855500289779985e-05,1089
 Alabama,0.12965839518298472,0.009796668615279629,396
pe,0.12976788575123357,0.003826860821902994,495
ute,0.13109732116947717,0.0013637324985076704,594
 Cour,0.13122774652101118,0.00021283903445781406,792
 Snowden,0.13160785373036896,0.0033521075212934923,495
amp,0.13161055803138552,0.003351450973382472,495
ole,0.13172490701718373,0.0012923043115910548,594
 director,0.13191973527796103,0.0032771543112160473,495
 mistake,0.13264817227738637,0.0031079859183394823,495
ance,0.1329627174206952,0.00044894267477710444,693
y,0.1330528742363441,5.4274699076113355e-21,4950
 student,0.1338218603538066,0.0010778796372121222,594
ee,0.1347023632639995,0.002672805288250216,495
 Send,0.13482137294937005,0.02010978700773659,297
ony,0.13533194678266183,0.01963885360312941,297
 anthrop,0.13541238425226565,0.019565541818042567,297
s,0.13628135245270795,1.1347741496880447e-120,29106
ening,0.13673272585096521,0.01839571710206921,297
 depending,0.13696580453841417,0.018195660416265448,297
 happiness,0.13722862820757198,0.006235494981951293,396
 peace,0.13752250850622083,0.006124369308460941,396
urd,0.13838879895075987,0.017014898604087326,297
ift,0.14031502190932912,0.015523420156066508,297
ver,0.1405188715341366,2.559936561613269e-05,891
 introduction,0.14116783481653333,0.01490050301647699,297
able,0.14137073702068773,1.2576772720870376e-07,1386
&,0.14142923372421914,0.0016076420842664589,495
 Islam,0.1414864958948254,0.004789675832193272,396
 Council,0.1416649687627459,2.1944166082698753e-05,891
x,0.14170101008733718,2.183768406026852e-05,891
erent,0.1421697964272317,0.014196729482734241,297
ar,0.14238738120726205,2.9080913503700224e-07,1287
 Differential,0.1424471930297237,0.014007118833580547,297
ol,0.14281195615902909,0.00016189638951865393,693
breaking,0.14282019886208153,0.0044034496751889415,396
 Finance,0.14284434402050486,5.4753040057593374e-05,792
 Am,0.14344219686822762,0.00423313123134258,396
os,0.14348002248803285,5.0674584461772934e-05,792
 juice,0.1435440001436351,0.0013639345487780252,495
its,0.14375828056049286,1.6511052508145708e-05,891
ps,0.14471343896179847,0.012539569362592798,297
 eat,0.14490030302302304,0.012424836764524758,297
 Baltimore,0.1449191080391139,0.0012242100567916578,495
f,0.14544654114406827,6.900099246621242e-10,1782
 Group,0.14569237111076513,0.00011861671766150587,693
@,0.14576205168821818,1.3622898932858615e-06,1089
form,0.1465065216888215,1.1296679016890378e-05,891
 f,0.14656471722711553,0.00010782866828434,693
 Expression,0.14682123615505124,3.7194375022494287e-07,1188
psy,0.14705629264859918,0.00010216356338545639,693
 Taiwan,0.14754579031484177,0.0009932762258785693,495
er,0.14756427851430473,8.375796056876643e-19,3564
 tests,0.14761969872174538,0.010856806043051018,297
als,0.14785612007401142,2.9479677681221334e-05,792
 Award,0.14849969849525207,0.0002814692901260505,594
 Civil,0.1492421704904694,0.010007006218250035,297
 Design,0.1492788769642328,0.00998848224317224,297
 Ontario,0.1498194836295108,0.009719162152832216,297
bie,0.14990638070967377,0.0027844330617855274,396
led,0.1501728779933931,0.0008031279760979207,495
 affordable,0.15058148642902575,0.009350484937308084,297
ks,0.15088319460621694,6.672696326845712e-05,693
 Detroit,0.15195026107236217,0.002430705210380788,396
 cast,0.15271781299756765,0.002308814619613895,396
ru,0.1529803149974943,0.0006375516239618339,495
 Indiana,0.1530933773558945,0.0022512288355591684,396
 lost,0.15353849057534757,4.935149626551923e-05,693
ness,0.15376338725991648,4.809557435451647e-05,693
 files,0.15484568018584946,0.0019994851478320574,396
green,0.15541949123238857,0.0019228197089647214,396
 powerful,0.15585186547919053,0.0018668382684264107,396
 done,0.1563750693092271,7.635576425983181e-07,990
 ruling,0.15756347388921962,0.006509151985503157,297
int,0.1581354160939027,0.006314851064297409,297
 fire,0.15859080527761077,0.006163877112572295,297
ES,0.15866380448566872,5.228007557714341e-07,990
born,0.159243036518797,0.005953276065973614,297
 doing,0.15944816166652087,0.000368968984556246,495
rie,0.15988297843736737,0.0014122688230916542,396
www,0.1606113768941459,8.433098829214304e-05,594
 Taylor,0.1607801525484756,0.005482251372863293,297
 sewing,0.1608394064617437,0.00032711657141327533,495
 Microsoft,0.16087271282454216,9.423516736701519e-08,1089
ger,0.1620208538545903,0.005126767356263944,297
 guard,0.16262101901492232,0.004962363301536391,297
n,0.16284652621979034,7.046759319488595e-11,1584
 seriously,0.16286138126083588,0.0011443650233750645,396
Care,0.1635298190819524,0.0002584530605831556,495
 Thailand,0.16393241937915412,0.004619524535207664,297
 Mail,0.1646607813228179,0.00023382616905765817,495
wide,0.1658521657474217,0.00021026913470334002,495
Engine,0.1662346286595083,0.0002031908265364725,495
é,0.16630060040421138,4.642044649568094e-05,594
ina,0.167139335036671,2.1722682444239866e-11,1584
ents,0.16757157512748982,2.1161524846051366e-06,792
ty,0.16783074907838105,8.925388601862655e-06,693
 posting,0.16800182767577648,0.00368724541006143,297
le,0.16808943697278728,1.0375316253860724e-07,990
ia,0.17003297844510346,4.2554398094511696e-11,1485
 stands,0.17006412045842595,0.003282991129626498,297
 designs,0.1703005236676411,0.0032393149842296987,297
 Edgar,0.17125649923569017,0.0030680164908759113,297
ism,0.17142002246992544,2.635739554283449e-07,891
ings,0.17275783391242475,4.7837164326766065e-06,693
cast,0.1734047183096519,0.00010546073414265145,495
shirt,0.1737486275113892,3.757949564384462e-08,990
 Energy,0.17443267743663204,7.847160771934755e-07,792
mouth,0.17457282795615278,0.0025355756345439347,297
AF,0.17578551819795976,8.432972772190948e-05,495
 Engineering,0.17679959827931765,0.0022268042224371887,297
 installation,0.17749300362400283,0.002137901132272529,297
land,0.1777413520757886,7.002480763556503e-05,495
 DIY,0.17977596811140842,0.00032373959896390416,396
°,0.18005233733009796,0.00031682104066035915,396
”.,0.18023234710204553,0.0018174523101663158,297
 Corps,0.1806479720436486,0.0003023762342045403,396
 Phys,0.1808082399728142,0.0017559418513104883,297
Z,0.18214178274042286,0.0016207496615405742,297
oni,0.18265230788073383,0.0015715671170303228,297
enstein,0.18286859897077917,0.00025376381366429583,396
ashion,0.18344460426073683,0.0014979411977127678,297
 solder,0.18366542793906035,3.939676805005756e-05,495
af,0.18409453504081172,0.0014399202809293255,297
 manga,0.1841600793736968,0.0014341848676037155,297
ING,0.18475486915615655,9.726591583924662e-07,693
ua,0.1849927787232988,0.00021418392438177708,396
 remed,0.18527709863796082,0.0013396070898191725,297
mis,0.18649431828781715,0.00018977484249875864,396
 ED,0.18678321869315415,0.0012211385811698682,297
 minister,0.18910095392061874,0.0010575192320412018,297
ah,0.18918406120751977,1.2658647700536228e-08,891
 conference,0.18946068712409847,0.00014901360508771618,396
 Britain,0.18985361794420755,0.001008890649380176,297
LL,0.1898689780152265,0.0001440942991314502,396
oh,0.1899008101169709,0.0010059113307202459,297
ills,0.1900782618317005,0.0009947808862792386,297
 Sul,0.192973999923475,0.00011137281123659739,396
est,0.19298169792990794,6.331419148684366e-14,1485
bs,0.19300235624832565,3.0584875457664757e-07,693
oring,0.1940283774377135,0.0007745660088161028,297
ga,0.19493144261099374,0.0007310008148597847,297
 Empire,0.19546339945757754,9.032699455294178e-05,396
ro,0.19629201177661892,6.409472842933898e-11,1089
 Lady,0.19641581284406306,1.406696545661625e-06,594
 Box,0.19660306717276366,0.0006562791018887712,297
 processor,0.1969192129948527,0.0006429677490193342,297
ir,0.19710827073892706,1.6869733644653964e-07,693
",”",0.19739205528604362,3.0230065561509307e-16,1683
 dioxide,0.1975662585016322,0.0006164993064678258,297
are,0.19835048211002532,1.8095926115903136e-08,792
icide,0.19859981415032577,6.911831148847768e-05,396
ec,0.19980093500449625,9.159087278163809e-07,594
ural,0.199840419967212,6.210404999196334e-05,396
z,0.2002370161611376,4.1669520514800053e-13,1287
 math,0.2002443515333857,0.0005173216981499805,297
 candidate,0.20098922099179325,0.0004924929508598787,297
 engineering,0.20231670085638834,9.235207822059128e-09,792
 Program,0.2023516267916232,6.596451082341257e-07,594
 Policy,0.20288027619614696,0.000434337781492065,297
ous,0.20474252647845276,5.3941735977938394e-08,693
 Movement,0.20474277095196675,4.042840884759908e-05,396
 performance,0.2061431185950625,4.0181966817874735e-07,594
red,0.20665524556706985,3.5469356007005647e-06,495
ely,0.20749503702403668,3.359570451817204e-07,594
oles,0.20764409701099726,3.293666713700363e-07,594
ome,0.21322013526001427,1.8780348883246054e-05,396
ian,0.2135384253964578,1.487168122179487e-07,594
ih,0.2149223987973207,0.000189972357650665,297
 forward,0.21528243722364687,1.3353214190587748e-06,495
 running,0.21567206795118596,1.2764591383475137e-06,495
 Singh,0.21569392007841662,1.4927378088633624e-05,396
way,0.2179527890458799,1.2075703517914648e-05,396
ray,0.21919484072386333,1.0736746154648771e-05,396
inners,0.21922088570488574,0.00013982299539040772,297
ry,0.21988128288821068,2.172454763113647e-13,1089
 Foot,0.22289575037681614,0.00010707899871552291,297
line,0.22380890863108832,1.895680340087192e-10,792
 beyond,0.2253098839723792,8.964705271104726e-05,297
 department,0.22635481371675273,5.3812901723776394e-06,396
 Vert,0.22705743141675722,7.87326789251694e-05,297
ass,0.22768430286900573,4.1584172347947034e-13,990
ars,0.22778232220976702,1.9792528084361877e-08,594
ord,0.22911045026010798,2.5607780273631327e-07,495
.),0.22940915706338008,3.980245923705943e-06,396
ith,0.22991858685703737,1.445555807515551e-08,594
 piece,0.23105316140204565,2.0132274869272654e-07,495
chart,0.2316229637579055,3.1904031156192107e-06,396
?”,0.23343300300355535,1.4950112289282535e-07,495
med,0.2344457576762875,4.497021219118762e-05,297
ather,0.23620942221617172,3.923681318992362e-05,297
all,0.236613959032504,3.802277121734642e-05,297
uk,0.23840027409942383,4.026216537609018e-09,594
ica,0.23984074553549592,6.60239882505643e-08,495
ized,0.24063242923371528,1.383292198719657e-10,693
sh,0.2410517933664122,1.213265149086469e-06,396
ting,0.24172991004272293,1.1341923892367872e-10,693
 Well,0.2490350970012772,1.9612847532755705e-08,495
 scored,0.24904679645308678,1.4086361440554099e-05,297
ca,0.2512876983102462,1.9308612700298822e-11,693
ophil,0.2518217875165805,3.8262888812609914e-07,396
 friendly,0.25428646551430856,9.123768166904134e-06,297
 special,0.25649437140766934,8.052137057048337e-18,1089
weight,0.25721588902988846,6.390773936819417e-09,495
AGE,0.258676764810676,6.294224049455377e-06,297
 wrote,0.2591720449907727,6.0335073990202985e-06,297
 bank,0.2619400099777131,3.2850522125753504e-09,495
ics,0.2629310033521164,2.852236812739851e-09,495
 equal,0.2634283842812144,4.179652588172513e-06,297
 Trump,0.2638229616531815,4.038501000143181e-06,297
X,0.26670456376729473,3.1371419868093587e-06,297
 Hole,0.2669958231197097,6.86784066397913e-08,396
ade,0.27266470204434906,1.181132337204366e-16,891
 Conf,0.27315292384135226,1.7637308206135267e-06,297
ons,0.2739910774144638,1.6347417932573331e-06,297
ering,0.2835326540904065,9.320019878078382e-09,396
head,0.2875137452599733,7.089813260937294e-11,495
ches,0.28799985297632896,6.565687205482938e-11,495
 Hand,0.2903322802406358,3.943486548430253e-09,396
ium,0.2914439667813665,3.4186911945240543e-09,396
US,0.2990708734680427,1.4957871522545128e-07,297
wood,0.3001446646496195,7.85519047938712e-14,594
ville,0.303984184885052,2.147954765298246e-18,792
ma,0.3083227507537452,1.5098375461401915e-14,594
 Station,0.3115778803276537,4.1555659411277475e-08,297
ag,0.31280299989807403,1.9441210958795391e-19,792
id,0.31464735954822515,1.6660386402463702e-53,2277
ates,0.32221621886178664,8.125911982394033e-16,594
asures,0.32862874181872376,6.57140259711083e-09,297
 Adams,0.3364340268696897,2.7173028009865272e-09,297
AS,0.3367801845190083,1.3605182440296e-14,495
ual,0.3387225537429323,4.361349141630152e-12,396
 Smart,0.34060247850881314,1.3376844533132004e-17,594
 PA,0.34398118835430735,1.1297601450912874e-09,297
ension,0.3446350749909613,1.7419322816125708e-12,396
iz,0.35368102576178095,4.950975325006683e-16,495
port,0.3922357372643884,1.182951470367202e-19,495
BS,0.39323007622341644,2.0126658688648052e-12,297
ys,0.3972756797712239,3.655470470315053e-20,495
ning,0.42635296726937943,5.580737146978888e-32,693
ow,0.4368134287383994,4.527333638502673e-29,594
 al,0.43761374901760874,2.5231620779504457e-15,297
ye,0.48840756328414625,3.2817976115020375e-19,297
MA,0.5172566371488664,1.7701226114353018e-28,396
